sample_id	reference_length	callable_bases	callable_fraction	reference_matches	nonreference_bases	callable_reference_identity
CROS_LP_089_Du-185	243359	43182	0.177441557534	43179	3	0.999930526608
CROS_LP_090_Du-186	243359	43182	0.177441557534	43178	4	0.999907368811
CROS_LP_091_Du-187	243359	43179	0.177429230068	43177	2	0.999953681188
CROS_LP_092_Du-188	243359	43175	0.177412793445	43173	2	0.999953676896
CROS_LP_093_Du-189	243359	43182	0.177441557534	43181	1	0.999976842203
CROS_LP_094_Du-190	243359	43176	0.177416902601	43174	2	0.999953677969
CY_ALA_LP_298-Du-767	243359	43158	0.1773429378	43151	7	0.999837805274
CY_ALA_LP_299-Du-768	243359	43153	0.177322392022	43146	7	0.999837786481
CY_ALA_LP_357_Du-769	243359	43163	0.177363483578	43156	7	0.999837824062
CY_BAL_LP_226_Du-602	243359	42873	0.176171828451	42844	29	0.999323583607
CY_BGL_LP_210_Du-577	243359	43164	0.177367592733	43136	28	0.999351311278
CY_BGL_LP_212_Du-579	243359	43162	0.177359374422	43135	27	0.999374449747
CY_BOU_LP_290_Du-739	243359	43170	0.177392247667	43166	4	0.999907343062
CY_BOU_LP_291_Du-740	243359	43166	0.177375811045	43162	4	0.999907334476
CY_BOU_LP_292_Du-741	243359	43167	0.1773799202	43163	4	0.999907336623
CY_BOU_LP_354_Du-742	243359	43171	0.177396356823	43167	4	0.999907345209
CY_CAS_LP_328_Du-610	243359	43141	0.177273082154	43101	40	0.99907280777
CY_CAS_LP_329_Du-611	243359	43168	0.177384029356	43162	6	0.999861008154
CY_CAS_LP_331_Du-608	243359	42216	0.173472113215	42211	5	0.999881561493
CY_CAS_LP_332_Du-609	243359	43170	0.177392247667	43164	6	0.999861014593
CY_HICN_LP_236_Du-614	243359	43170	0.177392247667	43128	42	0.999027102154
CY_HICN_LP_333_Du-612	243359	43137	0.177256645532	43103	34	0.999211813524
CY_HICN_LP_334_Du-613	243359	42867	0.176147173517	42830	37	0.999136865188
CY_HICN_LP_335_Du-615	243359	43170	0.177392247667	43129	41	0.999050266389
CY_HICN_LP_336_Du-616	243359	43163	0.177363483578	43121	42	0.999026944374
CY_HICS_LP_293_Du-757	243359	43164	0.177367592733	43160	4	0.999907330183
CY_HICS_LP_355_Du-762	243359	43169	0.177388138511	43165	4	0.999907340916
CY_HICS_LP_356_Du-763	243359	42594	0.175025374036	42590	4	0.99990609006
CY_SIE_LP_188_Du-445	243359	43176	0.177416902601	43134	42	0.999027237354
CY_SIE_LP_189_Du-446	243359	43171	0.177396356823	43128	43	0.999003960992
CY_SIE_LP_190_Du-447	243359	43169	0.177388138511	43127	42	0.999027079617
CY_SIE_LP_191_Du-448	243359	43168	0.177384029356	43163	5	0.999884173462
CY_WOO_LP_262_Du-668	243359	43047	0.176886821527	43042	5	0.999883847887
CY_WOO_LP_263_Du-669	243359	43081	0.177026532818	43076	5	0.999883939556
DAN_LP_043_Du-68	243359	42697	0.175448617064	42692	5	0.999882895754
DAN_LP_044_Du-69	243359	42988	0.176644381346	42983	5	0.999883688471
DAN_LP_045_Du-70	243359	42994	0.17666903628	42989	5	0.999883704703
DAN_LP_046_Du-71	243359	42995	0.176673145435	42989	6	0.999860448889
DAN_LP_047_Du-72	243359	42987	0.17664027219	42982	5	0.999883685765
DOV_LP_079_Du-175	243359	43177	0.177421011756	43172	5	0.999884197605
DOV_LP_080_Du-176	243359	43181	0.177437448379	43176	5	0.999884208332
DOV_LP_081_Du-177	243359	43181	0.177437448379	43176	5	0.999884208332
DOV_LP_082_Du-178	243359	43173	0.177404575134	43168	5	0.999884186876
DOV_LP_083_Du-179	243359	43181	0.177437448379	43176	5	0.999884208332
DOV_LP_084_Du-180	243359	43181	0.177437448379	43176	5	0.999884208332
DU-173	243359	43041	0.176862166593	43032	9	0.999790897052
DU-229	243359	43174	0.177408684289	43168	6	0.99986102747
DU-247	243359	43182	0.177441557534	43182	0	1
DU-254	243359	43182	0.177441557534	43182	0	1
DU-270	243359	43170	0.177392247667	43161	9	0.99979152189
DU-297	243359	43182	0.177441557534	43182	0	1
DU-443	243359	43177	0.177421011756	43134	43	0.999004099405
DU-4A	243359	43182	0.177441557534	43178	4	0.999907368811
DU014LP012	243359	43177	0.177421011756	43173	4	0.999907358084
DU037LP013	243359	43177	0.177421011756	43173	4	0.999907358084
DU059LP015	243359	43168	0.177384029356	43160	8	0.999814677539
DU078LP011	243359	42995	0.176673145435	42989	6	0.999860448889
DU079LP010	243359	43019	0.17677176517	43012	7	0.999837281201
DUD_LP_132_Du-283	243359	41267	0.169572524542	41267	0	1
DUD_LP_133_Du-284	243359	43178	0.177425120912	43178	0	1
DUD_LP_134_Du-285	243359	43178	0.177425120912	43178	0	1
DUD_LP_135_Du-286	243359	43178	0.177425120912	43178	0	1
DUD_LP_136_Du-287	243359	43179	0.177429230068	43179	0	1
DUD_LP_137_Du-288	243359	42218	0.173480331527	42215	3	0.999928940262
DUD_LP_138_Du-289	243359	43177	0.177421011756	43177	0	1
KIRN_LP_179_Du-421	243359	43181	0.177437448379	43180	1	0.999976841666
KIRN_LP_180_Du-422	243359	43179	0.177429230068	43178	1	0.999976840594
KIRN_LP_181_Du-423	243359	43177	0.177421011756	43176	1	0.999976839521
KIRN_LP_182_Du-424	243359	43178	0.177425120912	43177	1	0.999976840057
KIRN_LP_183_Du-425	243359	43177	0.177421011756	43176	1	0.999976839521
KIRN_LP_184_Du-426	243359	43179	0.177429230068	43178	1	0.999976840594
KIRN_LP_185_Du-427	243359	43178	0.177425120912	43177	1	0.999976840057
KIRN_LP_186_Du-428	243359	43177	0.177421011756	43176	1	0.999976839521
KIRN_LP_187_Du-429	243359	43178	0.177425120912	43177	1	0.999976840057
KIRT_LP_159_Du-364	243359	41939	0.172333877112	41938	1	0.999976155845
KIRT_LP_160_Du-365	243359	43179	0.177429230068	43178	1	0.999976840594
KIRT_LP_161_Du-366	243359	43180	0.177433339223	43179	1	0.99997684113
KIRT_LP_162_Du-367	243359	43177	0.177421011756	43176	1	0.999976839521
KIRT_LP_163_Du-368	243359	43180	0.177433339223	43179	1	0.99997684113
KIRT_LP_164_Du-369	243359	43182	0.177441557534	43181	1	0.999976842203
KIRT_LP_165_Du-370	243359	43182	0.177441557534	43181	1	0.999976842203
KIRT_LP_166_Du-371	243359	43182	0.177441557534	43181	1	0.999976842203
KIRT_LP_167_Du-372	243359	39752	0.163347153793	39751	1	0.999974844033
KIRT_LP_168_Du-373	243359	43182	0.177441557534	43181	1	0.999976842203
MALV_LP_095_Du-201	243359	43182	0.177441557534	43180	2	0.999953684406
MALV_LP_096_Du-202	243359	43182	0.177441557534	43180	2	0.999953684406
MALV_LP_097_Du-203	243359	43182	0.177441557534	43180	2	0.999953684406
MALV_LP_098_Du-204	243359	43181	0.177437448379	43179	2	0.999953683333
MALV_LP_099_Du-205	243359	43181	0.177437448379	43179	2	0.999953683333
MALV_LP_100_Du-206	243359	43181	0.177437448379	43179	2	0.999953683333
MALV_LP_101_Du-207	243359	43181	0.177437448379	43179	2	0.999953683333
MALV_LP_102_Du-208	243359	43182	0.177441557534	43180	2	0.999953684406
MALV_LP_103_Du-209	243359	43182	0.177441557534	43180	2	0.999953684406
MALV_LP_104_Du-210	243359	43181	0.177437448379	43179	2	0.999953683333
OCO_LP_058_Du-115	243359	42763	0.175719821334	42732	31	0.999275074246
OCO_LP_059_Du-106	243359	42839	0.17603211716	42803	36	0.999159644249
OCO_LP_060_Du-107	243359	42572	0.174934972612	42537	35	0.999177863384
OCO_LP_061_Du-108	243359	43168	0.177384029356	43131	37	0.999142883617
OCO_LP_062_Du-109	243359	43165	0.177371701889	43130	35	0.999189157883
OCO_LP_063_Du-110	243359	43164	0.177367592733	43129	35	0.999189139097
OCO_LP_064_Du-111	243359	43159	0.177347046955	43125	34	0.999212215297
OCO_LP_065_Du-112	243359	42181	0.173328292769	42149	32	0.999241364595
QUI1_LP_249_Du-648	243359	43169	0.177388138511	43165	4	0.999907340916
QUI1_LP_250_Du-649	243359	43164	0.177367592733	43159	5	0.999884162728
QUI1_LP_252_Du-651	243359	43161	0.177355265267	43157	4	0.999907323741
QUI1_LP_253_Du-652	243359	43174	0.177408684289	43170	4	0.999907351647
QUI1_LP_255_Du-654	243359	43166	0.177375811045	43162	4	0.999907334476
QUI1_LP_258_Du-657	243359	43169	0.177388138511	43164	5	0.999884176145
QUI2_LP_243_Du-631	243359	43033	0.176829293349	43024	9	0.999790858179
QUI2_LP_244_Du-632	243359	41640	0.171105239584	41632	8	0.999807877041
QUI2_LP_245_Du-633	243359	43031	0.176821075037	43022	9	0.999790848458
QUI2_LP_246_Du-634	243359	43031	0.176821075037	43022	9	0.999790848458
QUI2_LP_247_Du-635	243359	43033	0.176829293349	43024	9	0.999790858179
QUI2_LP_248_Du-636	243359	43033	0.176829293349	43024	9	0.999790858179
QUI2_LP_337_Du-638	243359	43032	0.176825184193	43023	9	0.999790853318
QUI2_LP_339_Du-640	243359	43031	0.176821075037	43022	9	0.999790848458
QUI2_LP_340_Du-641	243359	43033	0.176829293349	43024	9	0.999790858179
QUIN_LP_069_Du-155	243359	42877	0.176188265073	42868	9	0.999790097255
QUIN_LP_070_Du-156	243359	43030	0.176816965882	43021	9	0.999790843597
QUIN_LP_071_Du-157	243359	43027	0.176804638415	43018	9	0.999790829014
QUIN_LP_072_Du-158	243359	43015	0.176755328548	43006	9	0.999790770661
QUIN_LP_073_Du-159	243359	43033	0.176829293349	43024	9	0.999790858179
QUIN_LP_074_Du-160	243359	43022	0.176784092637	43013	9	0.999790804705
QUIN_LP_075_Du-161	243359	43037	0.176845729971	43028	9	0.999790877617
QUIN_LP_076_Du-162	243359	43036	0.176841620815	43027	9	0.999790872758
QUIN_LP_077_Du-163	243359	43037	0.176845729971	43028	9	0.999790877617
QUIN_LP_318_Du-164	243359	43033	0.176829293349	43024	9	0.999790858179
RIC_LP_192_Du-521	243359	43178	0.177425120912	43177	1	0.999976840057
RIC_LP_193_Du-522	243359	43177	0.177421011756	43176	1	0.999976839521
RIC_LP_194_Du-523	243359	43182	0.177441557534	43181	1	0.999976842203
RIC_LP_195_Du-524	243359	43182	0.177441557534	43181	1	0.999976842203
RIC_LP_196_Du-525	243359	43182	0.177441557534	43181	1	0.999976842203
RIC_LP_197_Du-526	243359	43091	0.177067624374	43089	2	0.999953586596
RIC_LP_198_Du-527	243359	43182	0.177441557534	43181	1	0.999976842203
RIC_LP_199_Du-528	243359	43182	0.177441557534	43181	1	0.999976842203
RIC_LP_200_Du-529	243359	43182	0.177441557534	43181	1	0.999976842203
RIC_LP_201_Du-530	243359	43182	0.177441557534	43181	1	0.999976842203
RSV_LP_049_Du-85	243359	43166	0.177375811045	43158	8	0.999814668952
RSV_LP_050_Du-87	243359	43168	0.177384029356	43159	9	0.999791512231
RSV_LP_051_Du-88	243359	42272	0.17370222593	42263	9	0.999787093111
RSV_LP_052_Du-89	243359	43165	0.177371701889	43158	7	0.999837831577
RSV_LP_053_Du-90	243359	43166	0.177375811045	43157	9	0.999791502571
RSV_LP_055_Du-92	243359	43160	0.177351156111	43152	8	0.999814643188
RSV_LP_057_Du-94	243359	43160	0.177351156111	43152	8	0.999814643188
RSV_LP_315_Du-95	243359	43162	0.177359374422	43154	8	0.999814651777
RSV_LP_316_Du-96	243359	43160	0.177351156111	43151	9	0.999791473587
SILG_LP_150_Du-344	243359	42320	0.173899465399	42314	6	0.999858223062
SILG_LP_151_Du-345	243359	43145	0.177289518777	43139	6	0.99986093406
SILG_LP_152_Du-346	243359	43053	0.176911476461	43045	8	0.999814182519
SILG_LP_154_Du-348	243359	43169	0.177388138511	43163	6	0.999861011374
SILG_LP_155_Du-349	243359	42999	0.176689582058	42992	7	0.999837205516
SILG_LP_156_Du-350	243359	43069	0.17697722295	43061	8	0.99981425155
SILR_LP_346_Du-729	243359	43177	0.177421011756	43172	5	0.999884197605
SILR_LP_347_Du-730	243359	43180	0.177433339223	43175	5	0.999884205651
SILR_LP_348_Du-731	243359	43177	0.177421011756	43172	5	0.999884197605
SILR_LP_349_Du-732	243359	43181	0.177437448379	43176	5	0.999884208332
SILR_LP_351_Du-734	243359	43181	0.177437448379	43176	5	0.999884208332
SILR_LP_353_Du-736	243359	43176	0.177416902601	43171	5	0.999884194923
STI_LP_028_Du-46	243359	43164	0.177367592733	43156	8	0.999814660365
STI_LP_030_Du-48	243359	43161	0.177355265267	43153	8	0.999814647483
STI_LP_031_Du-49	243359	43160	0.177351156111	43152	8	0.999814643188
STI_LP_032_Du-50	243359	43154	0.177326501177	43146	8	0.999814617417
STI_LP_034_Du-52	243359	43159	0.177347046955	43152	7	0.999837809032
STI_LP_035_Du-53	243359	43161	0.177355265267	43153	8	0.999814647483
STI_LP_036_Du-54	243359	42422	0.174318599271	42415	7	0.999834991278
STI_LP_037_Du-55	243359	43161	0.177355265267	43153	8	0.999814647483
STI_LP_038_Du-56	243359	43162	0.177359374422	43154	8	0.999814651777
STI_LP_039_Du-57	243359	43159	0.177347046955	43152	7	0.999837809032
STI_LP_041_Du-60	243359	43168	0.177384029356	43160	8	0.999814677539
STI_LP_042_Du-61	243359	43140	0.177268972999	43129	11	0.999745016226
TIL_LP_124_Du-264	243359	43160	0.177351156111	43149	11	0.999745134384
TIL_LP_126_Du-266	243359	41107	0.168915059644	41100	7	0.999829712701
TIL_LP_128_Du-268	243359	43161	0.177355265267	43152	9	0.999791478418
TIL_LP_129_Du-269	243359	43057	0.176927913083	43048	9	0.999790974754
TIL_LP_130_Du-271	243359	43163	0.177363483578	43154	9	0.99979148808
TIL_LP_131_Du-272	243359	43160	0.177351156111	43151	9	0.999791473587
TULP_LP_115_Du-242	243359	43178	0.177425120912	43177	1	0.999976840057
TULP_LP_116_Du-243	243359	43182	0.177441557534	43182	0	1
TULP_LP_117_Du-244	243359	43182	0.177441557534	43182	0	1
TULP_LP_118_Du-245	243359	43182	0.177441557534	43182	0	1
TULP_LP_119_Du-246	243359	43182	0.177441557534	43182	0	1
TULP_LP_120_Du-248	243359	43179	0.177429230068	43178	1	0.999976840594
TULP_LP_121_Du-249	243359	43180	0.177433339223	43180	0	1
TULP_LP_122_Du-250	243359	43182	0.177441557534	43182	0	1
TULP_LP_140_Du-302	243359	43177	0.177421011756	43177	0	1
TULP_LP_141_Du-303	243359	43176	0.177416902601	43175	1	0.999976838985
TULP_LP_142_Du-304	243359	39194	0.161054244963	39193	1	0.999974485891
TULP_LP_143_Du-305	243359	42277	0.173722771708	42276	1	0.999976346477
TULP_LP_145_Du-307	243359	42870	0.176159500984	42869	1	0.999976673665
TULP_LP_147_Du-309	243359	43175	0.177412793445	43174	1	0.999976838448
TULP_LP_148_Du-310	243359	41126	0.168993133601	41125	1	0.999975684482
