organelle	sample_1	sample_2	differences	sites_compared	p_distance
chloroplast	ABAB_MAD_LP_223_Du-590	CY_CAS_LP_330_Du-607	431	100945	0.00426965179058
chloroplast	ABAB_MAD_LP_223_Du-590	CY_CAS_LP_331_Du-608	430	100884	0.00426232108164
chloroplast	ABAB_MAD_LP_223_Du-590	CY_CAS_LP_332_Du-609	431	101044	0.00426546850877
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HICN_LP_236_Du-614	620	101105	0.00613223876168
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HICN_LP_333_Du-612	618	101003	0.0061186301397
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HICN_LP_334_Du-613	614	100730	0.00609550282935
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HICN_LP_335_Du-615	621	101035	0.00614638491612
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HICN_LP_336_Du-616	622	101046	0.00615561229539
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HICS_LP_293_Du-757	430	101054	0.0042551507115
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HICS_LP_295_Du-759	430	100245	0.00428949074767
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HICS_LP_297_Du-761	435	101094	0.00430292598967
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HICS_LP_355_Du-762	435	101131	0.00430135171214
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HICS_LP_356_Du-763	434	101130	0.0042915059824
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HUN_LP_264_Du-683	627	100997	0.00620810519124
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HUN_LP_265_Du-684	481	80054	0.0060084443001
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HUN_LP_266_Du-685	630	100978	0.00623898274872
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HUN_LP_267_Du-686	629	101002	0.00622759945348
chloroplast	ABAB_MAD_LP_223_Du-590	CY_HUN_LP_268_Du-687	630	100968	0.00623960066556
chloroplast	ABAB_MAD_LP_223_Du-590	CY_SIE_LP_188_Du-445	621	101091	0.00614298008725
chloroplast	ABAB_MAD_LP_223_Du-590	CY_SIE_LP_189_Du-446	625	101081	0.00618316003997
chloroplast	ABAB_MAD_LP_223_Du-590	CY_SIE_LP_190_Du-447	622	101049	0.00615542954408
chloroplast	ABAB_MAD_LP_223_Du-590	CY_SIE_LP_191_Du-448	432	101127	0.00427185618084
chloroplast	ABAB_MAD_LP_223_Du-590	CY_WOO_LP_259_Du-664	439	101116	0.00434154832074
chloroplast	ABAB_MAD_LP_223_Du-590	CY_WOO_LP_260_Du-665	440	101069	0.0043534614966
chloroplast	ABAB_MAD_LP_223_Du-590	CY_WOO_LP_261_Du-667	410	100186	0.00409238815803
chloroplast	ABAB_MAD_LP_223_Du-590	CY_WOO_LP_262_Du-668	439	101062	0.00434386812056
chloroplast	ABAB_MAD_LP_223_Du-590	CY_WOO_LP_263_Du-669	439	101118	0.00434146244981
chloroplast	ABAB_MAD_LP_223_Du-590	DAN_LP_043_Du-68	485	101109	0.00479680344974
chloroplast	ABAB_MAD_LP_223_Du-590	DAN_LP_044_Du-69	485	101124	0.00479609192674
chloroplast	ABAB_MAD_LP_223_Du-590	DAN_LP_045_Du-70	479	101125	0.00473671199011
chloroplast	ABAB_MAD_LP_223_Du-590	DAN_LP_046_Du-71	479	101126	0.00473666515041
chloroplast	ABAB_MAD_LP_223_Du-590	DAN_LP_047_Du-72	485	101119	0.00479632907762
chloroplast	ABAB_MAD_LP_223_Du-590	DOV_LP_078_Du-174	469	100988	0.00464411613261
chloroplast	ABAB_MAD_LP_223_Du-590	DOV_LP_079_Du-175	470	101118	0.00464803496905
chloroplast	ABAB_MAD_LP_223_Du-590	DOV_LP_080_Du-176	470	101123	0.00464780514819
chloroplast	ABAB_MAD_LP_223_Du-590	DOV_LP_081_Du-177	470	101114	0.0046482188421
chloroplast	ABAB_MAD_LP_223_Du-590	DOV_LP_082_Du-178	471	101119	0.00465787834136
chloroplast	ABAB_MAD_LP_223_Du-590	DOV_LP_083_Du-179	471	101121	0.00465778621651
chloroplast	ABAB_MAD_LP_223_Du-590	DOV_LP_084_Du-180	470	101124	0.00464775918674
chloroplast	ABAB_MAD_LP_223_Du-590	DU-173	488	101121	0.00482590164259
chloroplast	ABAB_MAD_LP_223_Du-590	DU-229	480	101130	0.00474636606348
chloroplast	ABAB_MAD_LP_223_Du-590	DU-247	478	101132	0.00472649606455
chloroplast	ABAB_MAD_LP_223_Du-590	DU-254	483	101132	0.00477593639995
chloroplast	ABAB_MAD_LP_223_Du-590	DU-270	485	101115	0.00479651881521
chloroplast	ABAB_MAD_LP_223_Du-590	DU-297	480	101130	0.00474636606348
chloroplast	ABAB_MAD_LP_223_Du-590	DU-443	627	101076	0.00620325299774
chloroplast	ABAB_MAD_LP_223_Du-590	DU-4A	474	101123	0.00468736093668
chloroplast	ABAB_MAD_LP_223_Du-590	DU014LP012	433	101130	0.00428161771977
chloroplast	ABAB_MAD_LP_223_Du-590	DU037LP013	433	101120	0.00428204113924
chloroplast	ABAB_MAD_LP_223_Du-590	DU059LP015	472	101131	0.00466721381179
chloroplast	ABAB_MAD_LP_223_Du-590	DU078LP011	484	101132	0.00478582446703
chloroplast	ABAB_MAD_LP_223_Du-590	DU079LP010	484	101132	0.00478582446703
chloroplast	ABAB_MAD_LP_223_Du-590	DUD_LP_132_Du-283	484	101133	0.00478577714495
chloroplast	ABAB_MAD_LP_223_Du-590	DUD_LP_133_Du-284	484	101133	0.00478577714495
chloroplast	ABAB_MAD_LP_223_Du-590	DUD_LP_134_Du-285	484	101132	0.00478582446703
chloroplast	ABAB_MAD_LP_223_Du-590	DUD_LP_135_Du-286	484	101133	0.00478577714495
chloroplast	ABAB_MAD_LP_223_Du-590	DUD_LP_136_Du-287	479	101132	0.00473638413163
chloroplast	ABAB_MAD_LP_223_Du-590	DUD_LP_137_Du-288	475	101012	0.00470241159466
chloroplast	ABAB_MAD_LP_223_Du-590	DUD_LP_138_Du-289	484	101133	0.00478577714495
chloroplast	ABAB_MAD_LP_223_Du-590	DUD_LP_139_Du-290	481	101133	0.00475611323702
chloroplast	ABAB_MAD_LP_223_Du-590	KIRN_LP_179_Du-421	478	101132	0.00472649606455
chloroplast	ABAB_MAD_LP_223_Du-590	KIRN_LP_180_Du-422	473	101133	0.00467700948256
chloroplast	ABAB_MAD_LP_223_Du-590	KIRN_LP_181_Du-423	473	101133	0.00467700948256
chloroplast	ABAB_MAD_LP_223_Du-590	KIRN_LP_182_Du-424	473	101132	0.00467705572915
chloroplast	ABAB_MAD_LP_223_Du-590	KIRN_LP_183_Du-425	474	101126	0.00468722188161
chloroplast	ABAB_MAD_LP_223_Du-590	KIRN_LP_184_Du-426	473	101133	0.00467700948256
chloroplast	ABAB_MAD_LP_223_Du-590	KIRN_LP_185_Du-427	473	101132	0.00467705572915
chloroplast	ABAB_MAD_LP_223_Du-590	KIRN_LP_186_Du-428	475	101117	0.00469752860548
chloroplast	ABAB_MAD_LP_223_Du-590	KIRN_LP_187_Du-429	478	101125	0.00472682323857
chloroplast	ABAB_MAD_LP_223_Du-590	KIRT_LP_159_Du-364	474	101053	0.00469060789883
chloroplast	ABAB_MAD_LP_223_Du-590	KIRT_LP_160_Du-365	474	101102	0.00468833455322
chloroplast	ABAB_MAD_LP_223_Du-590	KIRT_LP_161_Du-366	474	101069	0.00468986533952
chloroplast	ABAB_MAD_LP_223_Du-590	KIRT_LP_162_Du-367	474	101050	0.00469074715487
chloroplast	ABAB_MAD_LP_223_Du-590	KIRT_LP_163_Du-368	474	101060	0.0046902830002
chloroplast	ABAB_MAD_LP_223_Du-590	KIRT_LP_164_Du-369	474	101116	0.00468768543059
chloroplast	ABAB_MAD_LP_223_Du-590	KIRT_LP_165_Du-370	473	101075	0.00467969329706
chloroplast	ABAB_MAD_LP_223_Du-590	KIRT_LP_166_Du-371	473	101061	0.00468034157588
chloroplast	ABAB_MAD_LP_223_Du-590	KIRT_LP_167_Du-372	474	101081	0.00468930857431
chloroplast	ABAB_MAD_LP_223_Du-590	KIRT_LP_168_Du-373	474	101044	0.00469102569178
chloroplast	ABAB_MAD_LP_223_Du-590	MALV_LP_095_Du-201	479	101125	0.00473671199011
chloroplast	ABAB_MAD_LP_223_Du-590	MALV_LP_096_Du-202	478	101133	0.0047264493291
chloroplast	ABAB_MAD_LP_223_Du-590	MALV_LP_097_Du-203	478	101132	0.00472649606455
chloroplast	ABAB_MAD_LP_223_Du-590	MALV_LP_098_Du-204	478	101132	0.00472649606455
chloroplast	ABAB_MAD_LP_223_Du-590	MALV_LP_099_Du-205	476	101133	0.00470667339049
chloroplast	ABAB_MAD_LP_223_Du-590	MALV_LP_100_Du-206	478	101132	0.00472649606455
chloroplast	ABAB_MAD_LP_223_Du-590	MALV_LP_101_Du-207	477	101132	0.00471660799747
chloroplast	ABAB_MAD_LP_223_Du-590	MALV_LP_102_Du-208	478	101132	0.00472649606455
chloroplast	ABAB_MAD_LP_223_Du-590	MALV_LP_103_Du-209	478	101132	0.00472649606455
chloroplast	ABAB_MAD_LP_223_Du-590	MALV_LP_104_Du-210	478	101133	0.0047264493291
chloroplast	ABAB_MAD_LP_223_Du-590	OCO_LP_058_Du-115	640	101021	0.00633531641936
chloroplast	ABAB_MAD_LP_223_Du-590	OCO_LP_059_Du-106	646	101016	0.00639502653045
chloroplast	ABAB_MAD_LP_223_Du-590	OCO_LP_060_Du-107	646	100838	0.00640631507963
chloroplast	ABAB_MAD_LP_223_Du-590	OCO_LP_061_Du-108	649	101053	0.00642237241843
chloroplast	ABAB_MAD_LP_223_Du-590	OCO_LP_062_Du-109	647	101034	0.0064037848645
chloroplast	ABAB_MAD_LP_223_Du-590	OCO_LP_063_Du-110	644	100808	0.00638838187445
chloroplast	ABAB_MAD_LP_223_Du-590	OCO_LP_064_Du-111	645	100938	0.0063900612257
chloroplast	ABAB_MAD_LP_223_Du-590	OCO_LP_065_Du-112	646	101007	0.00639559634481
chloroplast	ABAB_MAD_LP_223_Du-590	OCO_LP_066_Du-113	637	100677	0.00632716509232
chloroplast	ABAB_MAD_LP_223_Du-590	OCO_LP_067_Du-114	637	100800	0.00631944444444
chloroplast	ABAB_MAD_LP_223_Du-590	QUI1_LP_249_Du-648	435	101092	0.00430301111859
chloroplast	ABAB_MAD_LP_223_Du-590	QUI1_LP_250_Du-649	435	101081	0.00430347938782
chloroplast	ABAB_MAD_LP_223_Du-590	QUI1_LP_251_Du-650	434	100544	0.00431651814131
chloroplast	ABAB_MAD_LP_223_Du-590	QUI1_LP_252_Du-651	434	100894	0.0043015441949
chloroplast	ABAB_MAD_LP_223_Du-590	QUI1_LP_253_Du-652	435	101124	0.00430164946007
chloroplast	ABAB_MAD_LP_223_Du-590	QUI1_LP_254_Du-653	432	100899	0.004281509232
chloroplast	ABAB_MAD_LP_223_Du-590	QUI1_LP_255_Du-654	435	101123	0.00430169199885
chloroplast	ABAB_MAD_LP_223_Du-590	QUI1_LP_257_Du-656	434	101069	0.00429409611256
chloroplast	ABAB_MAD_LP_223_Du-590	QUI1_LP_258_Du-657	435	101123	0.00430169199885
chloroplast	ABAB_MAD_LP_223_Du-590	QUI2_LP_243_Du-631	477	101123	0.00471702777805
chloroplast	ABAB_MAD_LP_223_Du-590	QUI2_LP_244_Du-632	477	100864	0.00472914022843
chloroplast	ABAB_MAD_LP_223_Du-590	QUI2_LP_245_Du-633	477	101072	0.00471940794681
chloroplast	ABAB_MAD_LP_223_Du-590	QUI2_LP_246_Du-634	478	101119	0.00472710370949
chloroplast	ABAB_MAD_LP_223_Du-590	QUI2_LP_247_Du-635	477	101128	0.00471679455739
chloroplast	ABAB_MAD_LP_223_Du-590	QUI2_LP_248_Du-636	478	101120	0.00472705696203
chloroplast	ABAB_MAD_LP_223_Du-590	QUI2_LP_337_Du-638	477	100654	0.00473900689491
chloroplast	ABAB_MAD_LP_223_Du-590	QUI2_LP_338_Du-639	479	101031	0.00474111906247
chloroplast	ABAB_MAD_LP_223_Du-590	QUI2_LP_339_Du-640	478	101117	0.0047271972072
chloroplast	ABAB_MAD_LP_223_Du-590	QUI2_LP_340_Du-641	476	101111	0.00470769748099
chloroplast	ABAB_MAD_LP_223_Du-590	QUIN_LP_069_Du-155	480	100994	0.00475275758956
chloroplast	ABAB_MAD_LP_223_Du-590	QUIN_LP_070_Du-156	478	100775	0.00474323989085
chloroplast	ABAB_MAD_LP_223_Du-590	QUIN_LP_071_Du-157	480	101106	0.0047474927304
chloroplast	ABAB_MAD_LP_223_Du-590	QUIN_LP_072_Du-158	478	100937	0.00473562717339
chloroplast	ABAB_MAD_LP_223_Du-590	QUIN_LP_073_Du-159	478	101069	0.00472944226222
chloroplast	ABAB_MAD_LP_223_Du-590	QUIN_LP_074_Du-160	479	101117	0.0047370867411
chloroplast	ABAB_MAD_LP_223_Du-590	QUIN_LP_075_Du-161	478	101117	0.0047271972072
chloroplast	ABAB_MAD_LP_223_Du-590	QUIN_LP_076_Du-162	478	101109	0.004727571235
chloroplast	ABAB_MAD_LP_223_Du-590	QUIN_LP_077_Du-163	478	101121	0.00472701021548
chloroplast	ABAB_MAD_LP_223_Du-590	QUIN_LP_318_Du-164	480	101070	0.00474918373405
chloroplast	ABAB_MAD_LP_223_Du-590	RIC_LP_192_Du-521	477	101132	0.00471660799747
chloroplast	ABAB_MAD_LP_223_Du-590	RIC_LP_193_Du-522	477	101132	0.00471660799747
chloroplast	ABAB_MAD_LP_223_Du-590	RIC_LP_194_Du-523	477	101126	0.00471688784289
chloroplast	ABAB_MAD_LP_223_Du-590	RIC_LP_195_Du-524	477	101127	0.00471684119968
chloroplast	ABAB_MAD_LP_223_Du-590	RIC_LP_196_Du-525	477	101125	0.00471693448702
chloroplast	ABAB_MAD_LP_223_Du-590	RIC_LP_197_Du-526	18	100663	0.000178814460129
chloroplast	ABAB_MAD_LP_223_Du-590	RIC_LP_198_Du-527	485	101125	0.00479604449938
chloroplast	ABAB_MAD_LP_223_Du-590	RIC_LP_199_Du-528	477	101126	0.00471688784289
chloroplast	ABAB_MAD_LP_223_Du-590	RIC_LP_200_Du-529	477	101126	0.00471688784289
chloroplast	ABAB_MAD_LP_223_Du-590	RIC_LP_201_Du-530	477	101125	0.00471693448702
chloroplast	ABAB_MAD_LP_223_Du-590	RSV_LP_049_Du-85	474	101128	0.00468712918282
chloroplast	ABAB_MAD_LP_223_Du-590	RSV_LP_050_Du-87	476	101128	0.0047069060992
chloroplast	ABAB_MAD_LP_223_Du-590	RSV_LP_051_Du-88	477	101124	0.00471698113208
chloroplast	ABAB_MAD_LP_223_Du-590	RSV_LP_052_Du-89	473	101127	0.00467728697578
chloroplast	ABAB_MAD_LP_223_Du-590	RSV_LP_053_Du-90	476	101124	0.00470709228274
chloroplast	ABAB_MAD_LP_223_Du-590	RSV_LP_055_Du-92	473	101097	0.00467867493595
chloroplast	ABAB_MAD_LP_223_Du-590	RSV_LP_057_Du-94	474	101075	0.00468958694039
chloroplast	ABAB_MAD_LP_223_Du-590	RSV_LP_315_Du-95	473	101127	0.00467728697578
chloroplast	ABAB_MAD_LP_223_Du-590	RSV_LP_316_Du-96	475	101127	0.00469706408773
chloroplast	ABAB_MAD_LP_223_Du-590	SILG_LP_149_Du-343	450	101019	0.00445460754907
chloroplast	ABAB_MAD_LP_223_Du-590	SILG_LP_150_Du-344	473	101095	0.00467876749592
chloroplast	ABAB_MAD_LP_223_Du-590	SILG_LP_151_Du-345	472	101065	0.00467026171276
chloroplast	ABAB_MAD_LP_223_Du-590	SILG_LP_152_Du-346	471	101086	0.00465939892765
chloroplast	ABAB_MAD_LP_223_Du-590	SILG_LP_153_Du-347	474	101074	0.00468963333795
chloroplast	ABAB_MAD_LP_223_Du-590	SILG_LP_154_Du-348	473	101112	0.00467798085292
chloroplast	ABAB_MAD_LP_223_Du-590	SILG_LP_155_Du-349	471	101066	0.00466032097837
chloroplast	ABAB_MAD_LP_223_Du-590	SILG_LP_156_Du-350	473	101006	0.00468289012534
chloroplast	ABAB_MAD_LP_223_Du-590	SILG_LP_157_Du-351	472	101099	0.00466869108498
chloroplast	ABAB_MAD_LP_223_Du-590	SILG_LP_158_Du-352	470	100730	0.00466593864787
chloroplast	ABAB_MAD_LP_223_Du-590	SILR_LP_346_Du-729	486	101132	0.00480560060119
chloroplast	ABAB_MAD_LP_223_Du-590	SILR_LP_347_Du-730	486	101132	0.00480560060119
chloroplast	ABAB_MAD_LP_223_Du-590	SILR_LP_348_Du-731	486	101131	0.00480564811977
chloroplast	ABAB_MAD_LP_223_Du-590	SILR_LP_349_Du-732	486	101131	0.00480564811977
chloroplast	ABAB_MAD_LP_223_Du-590	SILR_LP_351_Du-734	485	101130	0.00479580737664
chloroplast	ABAB_MAD_LP_223_Du-590	SILR_LP_353_Du-736	475	101133	0.00469678542118
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_027_Du-45	481	101124	0.00475653652941
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_028_Du-46	472	101131	0.00466721381179
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_029_Du-47	471	100985	0.00466405901867
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_030_Du-48	472	101131	0.00466721381179
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_031_Du-49	471	101042	0.00466142792106
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_032_Du-50	472	101131	0.00466721381179
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_033_Du-51	472	101088	0.00466919911364
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_034_Du-52	472	101130	0.00466725996242
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_035_Du-53	472	101131	0.00466721381179
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_036_Du-54	472	101118	0.00466781384125
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_037_Du-55	472	101125	0.0046674907293
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_038_Du-56	472	101132	0.00466716766207
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_039_Du-57	472	101123	0.00466758304243
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_040_Du-58	480	100762	0.00476370060142
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_041_Du-60	472	101130	0.00466725996242
chloroplast	ABAB_MAD_LP_223_Du-590	STI_LP_042_Du-61	481	101131	0.00475620729549
chloroplast	ABAB_MAD_LP_223_Du-590	TIL_LP_123_Du-263	470	100971	0.00465480187381
chloroplast	ABAB_MAD_LP_223_Du-590	TIL_LP_124_Du-264	480	101129	0.00474641299726
chloroplast	ABAB_MAD_LP_223_Du-590	TIL_LP_125_Du-265	481	101113	0.0047570539891
chloroplast	ABAB_MAD_LP_223_Du-590	TIL_LP_126_Du-266	481	101120	0.00475672468354
chloroplast	ABAB_MAD_LP_223_Du-590	TIL_LP_127_Du-267	460	98316	0.00467879083771
chloroplast	ABAB_MAD_LP_223_Du-590	TIL_LP_128_Du-268	477	101127	0.00471684119968
chloroplast	ABAB_MAD_LP_223_Du-590	TIL_LP_129_Du-269	472	100982	0.00467410033471
chloroplast	ABAB_MAD_LP_223_Du-590	TIL_LP_130_Du-271	473	101130	0.00467714822506
chloroplast	ABAB_MAD_LP_223_Du-590	TIL_LP_131_Du-272	473	101129	0.00467719447438
chloroplast	ABAB_MAD_LP_223_Du-590	TULP_LP_115_Du-242	484	101132	0.00478582446703
chloroplast	ABAB_MAD_LP_223_Du-590	TULP_LP_116_Du-243	482	101132	0.00476604833287
chloroplast	ABAB_MAD_LP_223_Du-590	TULP_LP_117_Du-244	478	101133	0.0047264493291
chloroplast	ABAB_MAD_LP_223_Du-590	TULP_LP_118_Du-245	483	101132	0.00477593639995
chloroplast	ABAB_MAD_LP_223_Du-590	TULP_LP_119_Du-246	483	101132	0.00477593639995
chloroplast	ABAB_MAD_LP_223_Du-590	TULP_LP_120_Du-248	484	101132	0.00478582446703
chloroplast	ABAB_MAD_LP_223_Du-590	TULP_LP_121_Du-249	483	101133	0.00477588917564
