sample_id	reference_length	callable_bases	callable_fraction	reference_matches	nonreference_bases	callable_reference_identity
CROB_LP_174_Du-386	150274	105033	0.698943263638	104990	43	0.999590604858
CROB_LP_175_Du-387	150274	104530	0.695596044559	104487	43	0.999588634842
CROB_LP_176_Du-388	150274	104494	0.695356482159	104451	43	0.999588493119
CROB_LP_177_Du-389	150274	105545	0.702350373318	105502	43	0.999592590838
CROB_LP_320_Du-395	150274	103948	0.691723119102	103905	43	0.999586331627
CROB_LP_321_Du-396	150274	104281	0.693939071296	104238	43	0.999587652593
CROS_LP_085_Du-181	150274	105708	0.703435058626	105665	43	0.999593219056
CROS_LP_086_Du-182	150274	106776	0.710542076474	106733	43	0.99959728778
CROS_LP_087_Du-183	150274	106329	0.707567510015	106285	44	0.999586190033
CROS_LP_088_Du-184	150274	106504	0.708732049456	106460	44	0.999586869977
CROS_LP_089_Du-185	150274	107803	0.717376259366	107758	45	0.999582571914
CROS_LP_090_Du-186	150274	106910	0.71143378096	106867	43	0.999597792536
CROS_LP_091_Du-187	150274	107216	0.713470061355	107193	23	0.999785479779
CROS_LP_092_Du-188	150274	106224	0.70686878635	106201	23	0.999783476427
CROS_LP_093_Du-189	150274	106153	0.706396316063	106106	47	0.999557242848
CROS_LP_094_Du-190	150274	107064	0.712458575668	107042	22	0.99979451543
CY_ALA_LP_298-Du-767	150274	102131	0.679631872446	101960	171	0.998325679764
CY_ALA_LP_299-Du-768	150274	101967	0.678540532627	101798	169	0.998342601038
CY_ALA_LP_357_Du-769	150274	103751	0.690412180417	103580	171	0.998351823115
CY_BAL_LP_226_Du-602	150274	102404	0.681448553975	101810	594	0.994199445334
CY_BAL_LP_227_Du-603	150274	102290	0.68068993971	101703	587	0.994261413628
CY_BAL_LP_228_Du-604	150274	101469	0.675226586103	100875	594	0.994145995329
CY_BGL_LP_210_Du-577	150274	103045	0.685714095585	102456	589	0.994284050657
CY_BGL_LP_212_Du-579	150274	104160	0.693133875454	103566	594	0.994297235023
CY_BOU_LP_288_Du-737	150274	102441	0.681694770885	102259	182	0.998223367597
CY_BOU_LP_290_Du-739	150274	104139	0.692994130721	103953	186	0.998213925619
CY_BOU_LP_291_Du-740	150274	102654	0.683112181748	102468	186	0.998188088141
CY_BOU_LP_292_Du-741	150274	102558	0.682473348683	102372	186	0.99818639209
CY_BOU_LP_354_Du-742	150274	103888	0.691323848437	103702	186	0.99820961035
CY_CAS_LP_328_Du-610	150274	101783	0.677316102586	101190	593	0.994173879725
CY_CAS_LP_329_Du-611	150274	102656	0.68312549077	102479	177	0.998275794888
CY_CAS_LP_330_Du-607	150274	102012	0.678839985626	101836	176	0.998274712779
CY_CAS_LP_331_Du-608	150274	101629	0.676291307878	101452	177	0.998258371134
CY_CAS_LP_332_Du-609	150274	102093	0.679379001025	101915	178	0.99825649163
CY_HICN_LP_236_Du-614	150274	103550	0.689074623687	102891	659	0.993635924674
CY_HICN_LP_333_Du-612	150274	101444	0.675060223325	100790	654	0.993553093332
CY_HICN_LP_334_Du-613	150274	101083	0.672657944821	100433	650	0.99356964079
CY_HICN_LP_335_Du-615	150274	101607	0.676144908634	100947	660	0.99350438454
CY_HICN_LP_336_Du-616	150274	101865	0.677861772496	101206	659	0.993530653316
CY_HICS_LP_293_Du-757	150274	101871	0.677901699562	101693	178	0.99825269213
CY_HICS_LP_295_Du-759	150274	100744	0.67040206556	100567	177	0.998243071548
CY_HICS_LP_297_Du-761	150274	102284	0.680650012644	102105	179	0.99824997067
CY_HICS_LP_355_Du-762	150274	103689	0.689999600729	103506	183	0.998235106906
CY_HICS_LP_356_Du-763	150274	103070	0.685880458363	102892	178	0.998273018337
CY_HUN_LP_264_Du-683	150274	102211	0.680164233334	101544	667	0.99347428359
CY_HUN_LP_265_Du-684	150274	96062	0.639245644622	95420	642	0.993316816223
CY_HUN_LP_266_Du-685	150274	102624	0.682912546415	101955	669	0.993481057063
CY_HUN_LP_267_Du-686	150274	101736	0.677003340565	101066	670	0.993414327278
CY_HUN_LP_268_Du-687	150274	101704	0.67679039621	101035	669	0.993422087627
CY_SIE_LP_188_Du-445	150274	105126	0.69956213317	104465	661	0.993712307136
CY_SIE_LP_189_Du-446	150274	105226	0.700227584279	104562	664	0.99368977249
CY_SIE_LP_190_Du-447	150274	105471	0.701857939497	104810	661	0.993732874439
CY_SIE_LP_191_Du-448	150274	104828	0.697579088864	104653	175	0.998330598695
CY_WOO_LP_259_Du-664	150274	103119	0.686206529406	102937	182	0.998235048827
CY_WOO_LP_260_Du-665	150274	101573	0.675918655256	101386	187	0.998158959566
CY_WOO_LP_261_Du-667	150274	100540	0.669044545297	100370	170	0.998309130694
CY_WOO_LP_262_Du-668	150274	101596	0.676071709012	101410	186	0.998169219261
CY_WOO_LP_263_Du-669	150274	102174	0.679918016423	101988	186	0.998179576017
DAN_LP_043_Du-68	150274	102852	0.684429774944	102741	111	0.998920779372
DAN_LP_044_Du-69	150274	103865	0.691170794682	103754	111	0.998931305059
DAN_LP_045_Du-70	150274	106114	0.70613679013	106009	105	0.999010498144
DAN_LP_046_Du-71	150274	103827	0.69091792326	103722	105	0.998988702361
DAN_LP_047_Du-72	150274	103418	0.688196228223	103307	111	0.998926685877
DOV_LP_078_Du-174	150274	105411	0.701458668832	105243	168	0.998406238438
DOV_LP_079_Du-175	150274	106447	0.708352742324	106274	173	0.998374778059
DOV_LP_080_Du-176	150274	107356	0.714401692908	107182	174	0.998379224263
DOV_LP_081_Du-177	150274	107103	0.712718101601	106931	172	0.99839406926
DOV_LP_082_Du-178	150274	106548	0.709024847944	106374	174	0.998366933213
DOV_LP_083_Du-179	150274	106491	0.708645540812	106317	174	0.998366059104
DOV_LP_084_Du-180	150274	106743	0.710322477608	106570	173	0.998379284824
DU-173	150274	106853	0.711054473828	106664	189	0.998231214847
DU-229	150274	106354	0.707733872792	106177	177	0.998335746657
DU-247	150274	106527	0.708885103211	106516	11	0.999896739794
DU-254	150274	106759	0.710428949785	106745	14	0.999868863515
DU-270	150274	106239	0.706968604017	106053	186	0.998249230509
DU-297	150274	106574	0.709197865233	106562	12	0.999887402181
DU-443	150274	106081	0.705917191264	105414	667	0.993712351882
DU-4A	150274	106602	0.709384191543	106559	43	0.999596630457
DU014LP012	150274	107397	0.714674527862	107217	180	0.99832397553
DU037LP013	150274	107887	0.717935238298	107706	181	0.998322318722
DU059LP015	150274	107248	0.71368300571	107069	179	0.998330971207
DU078LP011	150274	108070	0.719153013828	107960	110	0.998982141205
DU079LP010	150274	107200	0.713363589177	107090	110	0.998973880597
DUD_LP_132_Du-283	150274	102934	0.684975444854	102931	3	0.999970855111
DUD_LP_133_Du-284	150274	104093	0.692688023211	104090	3	0.999971179618
DUD_LP_134_Du-285	150274	104307	0.694112088585	104304	3	0.999971238747
DUD_LP_135_Du-286	150274	104227	0.693579727697	104224	3	0.999971216671
DUD_LP_136_Du-287	150274	104303	0.69408547054	104291	12	0.999884950577
DUD_LP_137_Du-288	150274	103904	0.691430320614	103860	44	0.999576532184
DUD_LP_138_Du-289	150274	103998	0.692055844657	103995	3	0.999971153291
DUD_LP_139_Du-290	150274	103721	0.690212545084	103707	14	0.999865022512
KIRN_LP_179_Du-421	150274	105606	0.702756298495	105559	47	0.999554949529
KIRN_LP_180_Du-422	150274	105119	0.699515551592	105075	44	0.999581426764
KIRN_LP_181_Du-423	150274	104661	0.696467785512	104617	44	0.999579595074
KIRN_LP_182_Du-424	150274	105645	0.703015824427	105601	44	0.999583510815
KIRN_LP_183_Du-425	150274	105259	0.700447183145	105214	45	0.999572483113
KIRN_LP_184_Du-426	150274	105406	0.701425396276	105362	44	0.999582566457
KIRN_LP_185_Du-427	150274	105602	0.70272968045	105558	44	0.999583341225
KIRN_LP_186_Du-428	150274	105849	0.70437334469	105797	52	0.99950873414
KIRN_LP_187_Du-429	150274	105802	0.704060582669	105755	47	0.999555773993
KIRT_LP_159_Du-364	150274	102436	0.68166149833	102391	45	0.999560701316
KIRT_LP_160_Du-365	150274	104832	0.697605706909	104787	45	0.999570741758
KIRT_LP_161_Du-366	150274	104642	0.696341349801	104597	45	0.999569962348
KIRT_LP_162_Du-367	150274	104350	0.694398232562	104305	45	0.999568758984
KIRT_LP_163_Du-368	150274	104841	0.697665597509	104796	45	0.999570778608
KIRT_LP_164_Du-369	150274	104149	0.693060675832	104103	46	0.999558325092
KIRT_LP_165_Du-370	150274	105995	0.70534490331	105950	45	0.999575451672
KIRT_LP_166_Du-371	150274	105648	0.703035787961	105604	44	0.999583522641
KIRT_LP_167_Du-372	150274	103632	0.689620293597	103587	45	0.99956577119
KIRT_LP_168_Du-373	150274	105079	0.699249371149	105034	45	0.999571750778
MALV_LP_095_Du-201	150274	107904	0.718048364987	107856	48	0.999555160142
MALV_LP_096_Du-202	150274	106998	0.712019377936	106951	47	0.999560739453
MALV_LP_097_Du-203	150274	107235	0.713596497065	107188	47	0.999561710263
MALV_LP_098_Du-204	150274	107050	0.712365412513	107003	47	0.999560952826
MALV_LP_099_Du-205	150274	105997	0.705358212332	105952	45	0.999575459683
MALV_LP_100_Du-206	150274	107121	0.712837882801	107074	47	0.999561243827
MALV_LP_101_Du-207	150274	106990	0.711966141848	106944	46	0.999570053276
MALV_LP_102_Du-208	150274	106412	0.708119834436	106365	47	0.99955832049
MALV_LP_103_Du-209	150274	106649	0.709696953565	106602	47	0.999559302009
MALV_LP_104_Du-210	150274	106568	0.709157938166	106521	47	0.999558967045
OCO_LP_058_Du-115	150274	101739	0.677023304098	101061	678	0.993335888892
OCO_LP_059_Du-106	150274	102086	0.679332419447	101403	683	0.993309562526
OCO_LP_060_Du-107	150274	101254	0.673795866218	100573	681	0.993274339779
OCO_LP_061_Du-108	150274	102366	0.681195682553	101680	686	0.993298556161
OCO_LP_062_Du-109	150274	102486	0.681994223884	101801	685	0.993316160256
OCO_LP_063_Du-110	150274	101233	0.673656121485	100551	682	0.993263066391
OCO_LP_064_Du-111	150274	101427	0.674947096637	100744	683	0.993266092855
OCO_LP_065_Du-112	150274	101773	0.677249557475	101089	684	0.993279160485
OCO_LP_066_Du-113	150274	101007	0.672152201978	100334	673	0.993337095449
OCO_LP_067_Du-114	150274	101171	0.673243541797	100497	674	0.993338011881
QUI1_LP_249_Du-648	150274	101739	0.677023304098	101561	178	0.998250425107
QUI1_LP_250_Du-649	150274	101711	0.676836977787	101533	178	0.998249943467
QUI1_LP_251_Du-650	150274	100846	0.671080825692	100669	177	0.998244848581
QUI1_LP_252_Du-651	150274	101231	0.673642812463	101054	177	0.998251523743
QUI1_LP_253_Du-652	150274	102540	0.682353567483	102362	178	0.998264092062
QUI1_LP_254_Du-653	150274	101379	0.674627680104	101204	175	0.99827380424
QUI1_LP_255_Du-654	150274	102493	0.682040805462	102315	178	0.99826329603
QUI1_LP_257_Du-656	150274	101745	0.677063231164	101567	178	0.998250528281
QUI1_LP_258_Du-657	150274	103043	0.685700786563	102865	178	0.998272565822
QUI2_LP_243_Du-631	150274	103204	0.686772162849	103026	178	0.998275260649
QUI2_LP_244_Du-632	150274	101343	0.674388117705	101165	178	0.998243588605
QUI2_LP_245_Du-633	150274	101555	0.675798874057	101377	178	0.998247255182
QUI2_LP_246_Du-634	150274	102341	0.681029319776	102162	179	0.998250945369
QUI2_LP_247_Du-635	150274	102622	0.682899237393	102444	178	0.998265479137
QUI2_LP_248_Du-636	150274	102744	0.683711087746	102565	179	0.998257805809
QUI2_LP_337_Du-638	150274	100941	0.671713004246	100762	179	0.998226686876
QUI2_LP_338_Du-639	150274	101391	0.674707534237	101211	180	0.9982246945
QUI2_LP_339_Du-640	150274	102832	0.684296684723	102653	179	0.998259296717
QUI2_LP_340_Du-641	150274	103004	0.685441260631	102826	178	0.99827191177
QUIN_LP_069_Du-155	150274	101811	0.677502428897	101630	181	0.99822219603
QUIN_LP_070_Du-156	150274	101034	0.672331873777	100855	179	0.99822831918
QUIN_LP_071_Du-157	150274	101680	0.676630687943	101499	181	0.998219905586
QUIN_LP_072_Du-158	150274	101275	0.673935610951	101096	179	0.998232535176
QUIN_LP_073_Du-159	150274	101601	0.676104981567	101422	179	0.998238206317
QUIN_LP_074_Du-160	150274	102009	0.678820022093	101829	180	0.998235449813
QUIN_LP_075_Du-161	150274	106989	0.711959487336	106810	179	0.998326930806
QUIN_LP_076_Du-162	150274	105640	0.702982551872	105461	179	0.998305566073
QUIN_LP_077_Du-163	150274	106808	0.710755020829	106629	179	0.998324095573
QUIN_LP_318_Du-164	150274	103098	0.686066784673	102917	181	0.998244388834
RIC_LP_192_Du-521	150274	105611	0.70278957105	105565	46	0.99956443931
RIC_LP_193_Du-522	150274	105342	0.700999507566	105296	46	0.999563327068
RIC_LP_194_Du-523	150274	105494	0.702010993252	105448	46	0.999563956244
RIC_LP_195_Du-524	150274	104115	0.692834422455	104069	46	0.999558180858
RIC_LP_196_Du-525	150274	103790	0.69067170635	103744	46	0.999556797379
RIC_LP_197_Du-526	150274	102984	0.685308170409	102956	28	0.999728113105
RIC_LP_198_Du-527	150274	106230	0.706908713417	106176	54	0.99949166902
RIC_LP_199_Du-528	150274	105094	0.699349188815	105048	46	0.999562296611
RIC_LP_200_Du-529	150274	106005	0.705411448421	105959	46	0.999566058205
RIC_LP_201_Du-530	150274	106162	0.706456206662	106116	46	0.999566699949
RSV_LP_049_Du-85	150274	104697	0.696707347911	104520	177	0.998309407146
RSV_LP_050_Du-87	150274	105583	0.70260324474	105404	179	0.998304651317
RSV_LP_051_Du-88	150274	102528	0.68227371335	102348	180	0.998244382022
RSV_LP_052_Du-89	150274	104092	0.6926813687	103916	176	0.998309188026
RSV_LP_053_Du-90	150274	104474	0.695223391937	104295	179	0.998286655053
RSV_LP_055_Du-92	150274	103618	0.689527130442	103441	177	0.998291802583
RSV_LP_057_Du-94	150274	104939	0.698317739596	104762	177	0.998313305825
RSV_LP_315_Du-95	150274	105717	0.703494949226	105540	177	0.998325718664
RSV_LP_316_Du-96	150274	104797	0.69737279902	104619	178	0.998301478096
SILG_LP_149_Du-343	150274	102659	0.683145454303	102520	139	0.998646002786
SILG_LP_150_Du-344	150274	102411	0.681495135552	102234	177	0.998271670035
SILG_LP_151_Du-345	150274	103248	0.687064961337	103077	171	0.998343793584
SILG_LP_152_Du-346	150274	103068	0.685867149341	102894	174	0.998311794155
SILG_LP_153_Du-347	150274	102561	0.682493312216	102384	177	0.998274197794
SILG_LP_154_Du-348	150274	103514	0.688835061288	103338	176	0.998299746894
SILG_LP_155_Du-349	150274	102643	0.683038982126	102473	170	0.998343774052
SILG_LP_156_Du-350	150274	103271	0.687218015092	103094	177	0.998286062883
SILG_LP_157_Du-351	150274	102552	0.682433421617	102377	175	0.998293548639
SILG_LP_158_Du-352	150274	101583	0.675985200367	101413	170	0.998326491637
SILR_LP_346_Du-729	150274	103409	0.688136337623	103297	112	0.998916922125
SILR_LP_347_Du-730	150274	104767	0.697173163688	104655	112	0.998930961085
SILR_LP_348_Du-731	150274	103574	0.689234331954	103462	112	0.998918647537
SILR_LP_349_Du-732	150274	103702	0.690086109374	103590	112	0.998919982257
SILR_LP_351_Du-734	150274	103845	0.69103770446	103733	112	0.998921469498
SILR_LP_353_Du-736	150274	102038	0.679013002915	101938	100	0.999019972951
STI_LP_027_Du-45	150274	102458	0.681807897574	102276	182	0.998223662379
STI_LP_028_Du-46	150274	103606	0.689447276309	103431	175	0.998310908635
STI_LP_029_Du-47	150274	101585	0.67599850939	101412	173	0.998296992666
STI_LP_030_Du-48	150274	103007	0.685461224164	102834	173	0.99832050249
STI_LP_031_Du-49	150274	101983	0.678647004805	101806	177	0.998264416618
STI_LP_032_Du-50	150274	102936	0.684988753876	102763	173	0.998319344058
STI_LP_033_Du-51	150274	101804	0.677455847319	101631	173	0.998300656163
STI_LP_034_Du-52	150274	103518	0.688861679332	103341	177	0.998290152437
STI_LP_035_Du-53	150274	104855	0.697758760664	104677	178	0.998302417624
STI_LP_036_Du-54	150274	102800	0.684083740368	102627	173	0.998317120623
STI_LP_037_Du-55	150274	104980	0.69859057455	104803	177	0.998313964565
STI_LP_038_Du-56	150274	105107	0.699435697459	104930	177	0.998316001789
STI_LP_039_Du-57	150274	103249	0.687071615848	103071	178	0.998276012358
STI_LP_040_Du-58	150274	101192	0.67338328653	101010	182	0.998201438849
STI_LP_041_Du-60	150274	103649	0.689733420286	103473	176	0.998301961428
STI_LP_042_Du-61	150274	103176	0.686585836539	102994	182	0.998236023882
TIL_LP_123_Du-263	150274	102268	0.680543540466	102096	172	0.998318144483
TIL_LP_124_Du-264	150274	103051	0.685754022652	102870	181	0.998243588126
TIL_LP_125_Du-265	150274	101780	0.677296139053	101597	183	0.998202004323
TIL_LP_126_Du-266	150274	102724	0.683577997525	102541	183	0.998218527316
TIL_LP_127_Du-267	150274	100302	0.667460771657	100130	172	0.99828517876
TIL_LP_128_Du-268	150274	103150	0.68641281925	102972	178	0.998274357731
TIL_LP_129_Du-269	150274	102851	0.684423120433	102676	175	0.998298509494
TIL_LP_130_Du-271	150274	103571	0.68921436842	103397	174	0.998319993048
TIL_LP_131_Du-272	150274	102673	0.683238617459	102499	174	0.998305299348
TULP_LP_115_Du-242	150274	107274	0.713856022998	107251	23	0.999785595764
TULP_LP_116_Du-243	150274	107090	0.712631592957	107077	13	0.999878606779
TULP_LP_117_Du-244	150274	106384	0.707933508125	106373	11	0.999896600993
TULP_LP_118_Du-245	150274	107776	0.717196587567	107760	16	0.999851543943
TULP_LP_119_Du-246	150274	107536	0.715599504904	107520	16	0.999851212617
TULP_LP_120_Du-248	150274	108171	0.719825119448	108148	23	0.999787373695
TULP_LP_121_Du-249	150274	106730	0.710235968963	106714	16	0.99985008901
TULP_LP_122_Du-250	150274	107175	0.7131972264	107162	13	0.999878703056
TULP_LP_140_Du-302	150274	102309	0.680816375421	102295	14	0.999863159644
TULP_LP_141_Du-303	150274	103840	0.691004431904	103813	27	0.999739984592
TULP_LP_142_Du-304	150274	102511	0.682160586662	102484	27	0.999736613632
TULP_LP_143_Du-305	150274	102736	0.683657851658	102720	16	0.999844261019
TULP_LP_144_Du-306	150274	103058	0.68580060423	103042	16	0.999844747618
TULP_LP_145_Du-307	150274	102396	0.681395317886	102372	24	0.999765615844
TULP_LP_146_Du-308	150274	103169	0.686539254961	103158	11	0.999893378825
TULP_LP_147_Du-309	150274	104036	0.692308716079	104009	27	0.999740474451
TULP_LP_148_Du-310	150274	103287	0.68732448727	103264	23	0.999777319508
