query_genome	feature_type	gene	name	product	query_start	query_end	strand	method	confidence	pident	query_coverage	aligned_length	evalue	bitscore	ref_accession	ref_description	ref_start	ref_end
chloroplast	gene	trnS-GGA	trnS-GGA		34270	34356	+	blastn_feature_transfer	high	100.0	1.0	87	2.99e-41	158.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	44656	44742
chloroplast	tRNA	trnS-GGA	trnS-GGA	tRNA-Ser	34270	34356	+	blastn_feature_transfer	high	100.0	1.0	87	2.99e-41	158.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	44656	44742
chloroplast	gene	rps4	rps4		34565	35170	-	blastn_feature_transfer	high	99.835	1.0	606	0.0	1089.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	44959	45564
chloroplast	CDS	rps4	rps4	ribosomal protein S4	34565	35170	-	blastn_feature_transfer	high	99.835	1.0	606	0.0	1089.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	44959	45564
chloroplast	CDS	rps4	rps4	ribosomal protein S4	34568	35170	-	tblastn_protein_transfer	high	100.0	1.0	201	2.22e-133	405.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	44959	45564
chloroplast	gene	trnT-UGU	trnT-UGU		35499	35571	-	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	45894	45966
chloroplast	tRNA	trnT-UGU	trnT-UGU	tRNA-Thr	35499	35571	-	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	45894	45966
chloroplast	gene	trnL-UAA	trnL-UAA		35988	36024	+	blastn_feature_transfer	high	100.0	1.0	37	1.25e-14	68.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	51694	51730
chloroplast	tRNA	trnL-UAA	trnL-UAA	tRNA-Leu	35988	36024	+	blastn_feature_transfer	high	100.0	1.0	37	1.25e-14	68.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	51694	51730
chloroplast	gene	trnL-UAA	trnL-UAA		35988	36544	+	blastn_feature_transfer	low	74.573	1.106	586	1.67e-111	395.0	PX244392.1	Dudleya greenei chloroplast, complete genome	46940	47469
chloroplast	gene	trnL-UAA	trnL-UAA		35988	36578	+	blastn_feature_transfer	high	98.826	1.0	596	0.0	1040.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	46383	46978
chloroplast	tRNA	trnL-UAA	trnL-UAA	tRNA-Leu	36529	36578	+	blastn_feature_transfer	low	100.0	0.575	50	3.65e-21	91.5	PX244393.1	Dudleya candelabrum chloroplast, complete genome	46383	46978
chloroplast	gene	trnF-GAA	trnF-GAA		36824	36896	+	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	47223	47295
chloroplast	tRNA	trnF-GAA	trnF-GAA	tRNA-Phe	36824	36896	+	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	47223	47295
chloroplast	gene	ndhJ	ndhJ		37500	37976	-	blastn_feature_transfer	high	99.79	1.0	477	0.0	856.0	PX244391.1	Dudleya lanceolata chloroplast, complete genome	47817	48293
chloroplast	CDS	ndhJ	ndhJ	NADH dehydrogenase subunit J	37500	37976	-	blastn_feature_transfer	high	99.79	1.0	477	0.0	856.0	PX244391.1	Dudleya lanceolata chloroplast, complete genome	47817	48293
chloroplast	CDS	ndhJ	ndhJ	NADH dehydrogenase subunit J	37503	37976	-	tblastn_protein_transfer	high	100.0	1.0	158	2.09e-107	329.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	47873	48349
chloroplast	gene	ndhK	ndhK		38084	38761	-	blastn_feature_transfer	high	99.853	1.0	678	0.0	1219.0	PX244389.1	Dudleya virens chloroplast, complete genome	48440	49117
chloroplast	CDS	ndhK	ndhK	NADH dehydrogenase subunit K	38084	38761	-	blastn_feature_transfer	high	99.853	1.0	678	0.0	1219.0	PX244389.1	Dudleya virens chloroplast, complete genome	48440	49117
chloroplast	gene	ndhK	ndhK		38084	38773	-	blastn_feature_transfer	high	99.71	1.0	690	0.0	1236.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	48880	49569
chloroplast	gene	ndhK	ndhK		38085	38761	-	blastn_feature_transfer	medium	87.149	0.999	677	0.0	829.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	54065	54742
chloroplast	CDS	ndhK	ndhK	NADH dehydrogenase subunit K	38085	38761	-	blastn_feature_transfer	medium	87.149	0.999	677	0.0	829.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	54065	54742
chloroplast	CDS	ndhK	ndhK	NADH dehydrogenase subunit K	38087	38761	-	tblastn_protein_transfer	high	100.0	1.0	225	2.08e-145	441.0	PX244389.1	Dudleya virens chloroplast, complete genome	48440	49117
