query_genome	feature_type	gene	name	product	query_start	query_end	strand	method	confidence	pident	query_coverage	aligned_length	evalue	bitscore	ref_accession	ref_description	ref_start	ref_end
mitochondria	CDS	COX1	COX1	cytochrome c oxidase subunit I	6974	8557	+	blastn_feature_transfer	high	99.242	1.0	1584	0.0	2803.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	102894	104477
mitochondria	gene	cox1	cox1		6974	8557	+	blastn_feature_transfer	high	99.242	1.0	1584	0.0	2803.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	63835	65418
mitochondria	CDS	cox1	cox1	cytochrome c oxidase subunit 1	6974	8557	+	blastn_feature_transfer	high	99.242	1.0	1584	0.0	2803.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	63835	65418
mitochondria	CDS	rpl5	rpl5	ribosomal protein L5	11531	12085	+	tblastn_protein_transfer	high	100.0	1.0	185	5.29e-126	384.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	88079	88636
mitochondria	gene	rpl5	rpl5		11531	12088	+	blastn_feature_transfer	high	100.0	1.0	558	0.0	1007.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	88079	88636
mitochondria	CDS	rpl5	rpl5	ribosomal protein L5	11531	12088	+	blastn_feature_transfer	high	100.0	1.0	558	0.0	1007.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	88079	88636
mitochondria	gene	rps14	rps14		12031	12287	+	blastn_feature_transfer	high	100.0	1.0	257	7.22e-133	464.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	163157	163413
mitochondria	CDS	rps14	rps14	ribosomal protein S14	12090	12293	+	tblastn_protein_transfer	high	91.176	1.0	68	9.69e-39	128.0	OP312070.1	Rhodiola sacra chromosome 1 mitochondrion, complete sequence	101795	102001
mitochondria	gene	rps14	rps14		12090	12294	+	blastn_feature_transfer	high	96.618	1.0	207	1.64e-95	340.0	OP312070.1	Rhodiola sacra chromosome 1 mitochondrion, complete sequence	101795	102001
mitochondria	CDS	rps14	rps14	ribosomal protein S14	12090	12294	+	blastn_feature_transfer	high	96.618	1.0	207	1.64e-95	340.0	OP312070.1	Rhodiola sacra chromosome 1 mitochondrion, complete sequence	101795	102001
mitochondria	CDS	rps14	rps14	ribosomal protein S14	12090	12302	+	tblastn_protein_transfer	high	98.592	1.0	71	4.19e-43	141.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	87862	88077
mitochondria	gene	rps14	rps14		12090	12305	+	blastn_feature_transfer	high	99.537	1.0	216	4.60e-109	386.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	87862	88077
mitochondria	CDS	rps14	rps14	ribosomal protein S14	12090	12305	+	blastn_feature_transfer	high	99.537	1.0	216	4.60e-109	386.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	87862	88077
mitochondria	gene	trnE-TTC	trnE-TTC		13704	13775	-	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	86111	86182
mitochondria	tRNA	trnE-TTC	trnE-TTC	tRNA-Glu	13704	13775	-	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	86111	86182
mitochondria	gene	trnE-UUC	trnE-UUC		13704	13775	-	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	29733	29804
mitochondria	tRNA	trnE-UUC	trnE-UUC	tRNA-Glu	13704	13775	-	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	29733	29804
mitochondria	gene	rpl10	rpl10		20551	21039	-	blastn_feature_transfer	high	99.591	1.0	489	0.0	874.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	156900	157388
mitochondria	CDS	rpl10	rpl10	ribosomal protein L10	20551	21039	-	blastn_feature_transfer	high	99.591	1.0	489	0.0	874.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	156900	157388
mitochondria	CDS	rpl10	rpl10	ribosomal protein L10	20554	21039	-	tblastn_protein_transfer	high	99.383	1.0	162	7.48e-109	333.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	112369	112857
mitochondria	CDS	rpl10	rpl10	ribosomal protein L10	38809	39294	+	tblastn_protein_transfer	high	99.383	1.0	162	7.48e-109	333.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	112369	112857
mitochondria	gene	rpl10	rpl10		38809	39297	+	blastn_feature_transfer	high	99.591	1.0	489	0.0	874.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	156900	157388
mitochondria	CDS	rpl10	rpl10	ribosomal protein L10	38809	39297	+	blastn_feature_transfer	high	99.591	1.0	489	0.0	874.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	156900	157388
mitochondria	gene	trnE-TTC	trnE-TTC		46073	46144	+	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	86111	86182
mitochondria	tRNA	trnE-TTC	trnE-TTC	tRNA-Glu	46073	46144	+	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	86111	86182
mitochondria	gene	trnE-UUC	trnE-UUC		46073	46144	+	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	29733	29804
mitochondria	tRNA	trnE-UUC	trnE-UUC	tRNA-Glu	46073	46144	+	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	29733	29804
mitochondria	gene	rps14	rps14		47543	47758	-	blastn_feature_transfer	high	99.537	1.0	216	4.60e-109	386.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	87862	88077
mitochondria	CDS	rps14	rps14	ribosomal protein S14	47543	47758	-	blastn_feature_transfer	high	99.537	1.0	216	4.60e-109	386.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	87862	88077
mitochondria	CDS	rps14	rps14	ribosomal protein S14	47546	47758	-	tblastn_protein_transfer	high	98.592	1.0	71	4.19e-43	141.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	87862	88077
mitochondria	gene	rps14	rps14		47554	47758	-	blastn_feature_transfer	high	96.618	1.0	207	1.64e-95	340.0	OP312070.1	Rhodiola sacra chromosome 1 mitochondrion, complete sequence	101795	102001
mitochondria	CDS	rps14	rps14	ribosomal protein S14	47554	47758	-	blastn_feature_transfer	high	96.618	1.0	207	1.64e-95	340.0	OP312070.1	Rhodiola sacra chromosome 1 mitochondrion, complete sequence	101795	102001
mitochondria	CDS	rps14	rps14	ribosomal protein S14	47555	47758	-	tblastn_protein_transfer	high	91.176	1.0	68	9.69e-39	128.0	OP312070.1	Rhodiola sacra chromosome 1 mitochondrion, complete sequence	101795	102001
mitochondria	gene	rps14	rps14		47561	47817	-	blastn_feature_transfer	high	100.0	1.0	257	7.22e-133	464.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	163157	163413
mitochondria	gene	rpl5	rpl5		47760	48317	-	blastn_feature_transfer	high	100.0	1.0	558	0.0	1007.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	88079	88636
mitochondria	CDS	rpl5	rpl5	ribosomal protein L5	47760	48317	-	blastn_feature_transfer	high	100.0	1.0	558	0.0	1007.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	88079	88636
mitochondria	CDS	rpl5	rpl5	ribosomal protein L5	47763	48317	-	tblastn_protein_transfer	high	100.0	1.0	185	5.29e-126	384.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	88079	88636
mitochondria	gene	COX1	COX1		51291	52874	-	blastn_feature_transfer	high	99.242	1.0	1584	0.0	2803.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	102894	104477
mitochondria	CDS	COX1	COX1	cytochrome c oxidase subunit I	51291	52874	-	blastn_feature_transfer	high	99.242	1.0	1584	0.0	2803.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	102894	104477
mitochondria	gene	cox1	cox1		51291	52874	-	blastn_feature_transfer	high	99.242	1.0	1584	0.0	2803.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	63835	65418
mitochondria	CDS	cox1	cox1	cytochrome c oxidase subunit 1	51291	52874	-	blastn_feature_transfer	high	99.242	1.0	1584	0.0	2803.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	63835	65418
mitochondria	CDS	COX1	COX1	cytochrome c oxidase subunit I	51294	52874	-	tblastn_protein_transfer	high	100.0	1.0	527	0.0	994.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	102894	104477
mitochondria	CDS	cox1	cox1	cox1	51294	52874	-	tblastn_protein_transfer	high	100.0	1.0	527	0.0	994.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	23359	24942
mitochondria	CDS	cox1	cox1	cytochrome c oxidase subunit 1	51303	52874	-	tblastn_protein_transfer	high	99.618	0.994	524	0.0	984.0	OP312069.1	Rhodiola wallichiana chromosome 2 mitochondrion, complete sequence	75779	77362
mitochondria	gene	cox1	cox1		51305	52874	-	blastn_feature_transfer	high	99.236	0.991	1570	0.0	2778.0	OP312069.1	Rhodiola wallichiana chromosome 2 mitochondrion, complete sequence	75779	77362
mitochondria	CDS	cox1	cox1	cytochrome c oxidase subunit 1	51305	52874	-	blastn_feature_transfer	high	99.236	0.991	1570	0.0	2778.0	OP312069.1	Rhodiola wallichiana chromosome 2 mitochondrion, complete sequence	75779	77362
mitochondria	gene		QQ045_002857		53760	56193	-	blastn_feature_transfer	medium	98.605	0.66	2438	0.0	4242.0	CM082116.1	Rhodiola kirilowii isolate R_Ki mitochondrion, complete sequence, whole genome shotgun sequence	56478	60172
mitochondria	CDS	ccmFc	ccmFc	cytochrome c biogenesis FC	53941	54486	-	blastn_feature_transfer	weak	99.817	0.416	546	0.0	981.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	3529	5783
mitochondria	CDS	ccmFC	ccmFC	ccmFC	53941	54488	-	blastn_feature_transfer	weak	99.818	0.417	548	0.0	985.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	1	156728
mitochondria	CDS	ccmFc	ccmFc	CcmFc	53941	54493	-	blastn_feature_transfer	weak	99.458	0.432	553	0.0	985.0	NC_082108.1	Rhodiola juparensis mitochondrion, complete genome	6793	9004
mitochondria	gene	ccmFc	ccmFc		53941	56156	-	blastn_feature_transfer	high	98.872	1.002	2216	0.0	3883.0	NC_082108.1	Rhodiola juparensis mitochondrion, complete genome	6793	9004
mitochondria	gene	ccmFc	ccmFc		53941	56195	-	blastn_feature_transfer	high	99.512	1.0	2255	0.0	4018.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	3529	5783
mitochondria	gene	ccmFC	ccmFC		53941	56195	-	blastn_feature_transfer	high	99.024	1.0	2255	0.0	3968.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	49522	51776
mitochondria	CDS	ccmFC	ccmFC	ccmFC	53944	54489	-	tblastn_protein_transfer	weak	98.901	0.416	182	3.68e-108	345.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	1	156728
mitochondria	CDS	ccmFc	ccmFc	cytochrome c biogenesis FC	53944	54489	-	tblastn_protein_transfer	weak	98.901	0.416	182	3.47e-108	345.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	3529	5783
mitochondria	CDS	ccmFc	ccmFc	CcmFc	53944	54504	-	tblastn_protein_transfer	weak	98.396	0.439	187	3.12e-110	350.0	NC_082108.1	Rhodiola juparensis mitochondrion, complete genome	6793	9004
mitochondria	CDS		QQ045_002857	hypothetical protein	55311	56156	-	blastn_feature_transfer	high	99.173	1.0	846	0.0	1495.0	CM082116.1	Rhodiola kirilowii isolate R_Ki mitochondrion, complete sequence, whole genome shotgun sequence	59049	59894
mitochondria	CDS		QQ045_002857	hypothetical protein	55314	56156	-	tblastn_protein_transfer	high	98.577	1.0	281	4.05e-170	515.0	CM082116.1	Rhodiola kirilowii isolate R_Ki mitochondrion, complete sequence, whole genome shotgun sequence	59049	59894
mitochondria	CDS	ccmFc	ccmFc	CcmFc	55427	56156	-	blastn_feature_transfer	low	99.178	0.57	730	0.0	1290.0	NC_082108.1	Rhodiola juparensis mitochondrion, complete genome	6793	9004
mitochondria	CDS	ccmFc	ccmFc	CcmFc	55427	56195	-	blastn_feature_transfer	low	99.22	0.583	769	0.0	1361.0	NC_070303.1	Rhodiola crenulata mitochondrion, complete genome	95583	97833
mitochondria	CDS	ccmFc	ccmFc	CcmFc	55428	56156	-	tblastn_protein_transfer	low	98.354	0.57	243	1.02e-140	438.0	NC_082108.1	Rhodiola juparensis mitochondrion, complete genome	6793	9004
mitochondria	CDS	ccmFc	ccmFc	cytochrome c biogenesis FC	55428	56195	-	blastn_feature_transfer	low	99.609	0.584	768	0.0	1372.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	3529	5783
mitochondria	CDS	ccmFC	ccmFC	ccmFC	55428	56195	-	tblastn_protein_transfer	low	99.609	0.586	256	1.21e-151	470.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	1	156728
mitochondria	CDS	ccmFc	ccmFc	cytochrome c biogenesis FC	55428	56195	-	tblastn_protein_transfer	low	99.219	0.586	256	6.04e-151	468.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	3529	5783
mitochondria	CDS	ccmFC	ccmFC	ccmFC	55429	56195	-	blastn_feature_transfer	low	99.478	0.584	767	0.0	1366.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	1	156728
mitochondria	CDS	atp6	atp6	ATPase subunit 6	60189	61013	+	tblastn_protein_transfer	high	90.545	1.0	275	6.33e-128	394.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	32525	33352
mitochondria	CDS	atp6	atp6	atp6	60189	61031	+	tblastn_protein_transfer	high	96.797	0.989	281	1.14e-151	462.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	116350	117204
mitochondria	gene	atp6	atp6		60194	61016	+	blastn_feature_transfer	high	98.906	0.994	823	0.0	1444.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	32525	33352
mitochondria	CDS	atp6	atp6	ATPase subunit 6	60194	61016	+	blastn_feature_transfer	high	98.906	0.994	823	0.0	1444.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	32525	33352
mitochondria	gene	atp6	atp6		60194	61044	+	blastn_feature_transfer	high	98.472	0.995	851	0.0	1473.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	116350	117204
mitochondria	CDS	atp6	atp6	atp6	60194	61044	+	blastn_feature_transfer	high	98.472	0.995	851	0.0	1473.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	116350	117204
mitochondria	gene	ATP6	ATP6		60233	61016	+	blastn_feature_transfer	high	99.235	0.997	784	0.0	1388.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	190237	191022
mitochondria	CDS	ATP6	ATP6	ATP synthase F0 subunit 6	60233	61016	+	blastn_feature_transfer	high	99.235	0.997	784	0.0	1388.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	190237	191022
mitochondria	gene	atp6	atp6		60233	61034	+	blastn_feature_transfer	high	99.002	0.983	802	0.0	1411.0	OP312071.1	Rhodiola sacra chromosome 2 mitochondrion, complete sequence	70867	71682
mitochondria	CDS	atp6	atp6	Atp6	60233	61034	+	blastn_feature_transfer	high	99.002	0.983	802	0.0	1411.0	OP312071.1	Rhodiola sacra chromosome 2 mitochondrion, complete sequence	70867	71682
mitochondria	gene	atp6	atp6		60233	61040	+	blastn_feature_transfer	high	98.391	0.998	808	0.0	1399.0	OP312069.1	Rhodiola wallichiana chromosome 2 mitochondrion, complete sequence	69589	70398
mitochondria	CDS	atp6	atp6	Atp6	60233	61040	+	blastn_feature_transfer	high	98.391	0.998	808	0.0	1399.0	OP312069.1	Rhodiola wallichiana chromosome 2 mitochondrion, complete sequence	69589	70398
mitochondria	gene	atp6	atp6		60233	61044	+	blastn_feature_transfer	high	98.286	0.998	817	0.0	1411.0	NC_070303.1	Rhodiola crenulata mitochondrion, complete genome	92496	93314
mitochondria	CDS	atp6	atp6	Atp6	60233	61044	+	blastn_feature_transfer	high	98.286	0.998	817	0.0	1411.0	NC_070303.1	Rhodiola crenulata mitochondrion, complete genome	92496	93314
mitochondria	CDS	ATP6	ATP6	ATP synthase F0 subunit 6	60234	61016	+	tblastn_protein_transfer	high	98.084	0.996	261	2.17e-140	429.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	190237	191022
mitochondria	CDS	atp6	atp6	Atp6	60234	61034	+	tblastn_protein_transfer	high	97.753	0.982	267	4.75e-143	437.0	NC_070303.1	Rhodiola crenulata mitochondrion, complete genome	92496	93314
mitochondria	CDS	atp6	atp6	Atp6	60234	61037	+	tblastn_protein_transfer	high	96.642	0.996	268	1.22e-142	436.0	OP312069.1	Rhodiola wallichiana chromosome 2 mitochondrion, complete sequence	69589	70398
mitochondria	gene	atp6	atp6		60247	61042	+	blastn_feature_transfer	high	98.367	0.958	796	0.0	1378.0	NC_072122.1	Rhodiola tangutica mitochondrion, complete genome	58345	59175
mitochondria	CDS	atp6	atp6	ATPase subunit 6	60247	61042	+	blastn_feature_transfer	high	98.367	0.958	796	0.0	1378.0	NC_072122.1	Rhodiola tangutica mitochondrion, complete genome	58345	59175
mitochondria	CDS	atp6	atp6	ATPase subunit 6	60255	61034	+	tblastn_protein_transfer	high	98.077	0.942	260	2.81e-138	424.0	NC_072122.1	Rhodiola tangutica mitochondrion, complete genome	58345	59175
mitochondria	gene	atp6	atp6		60345	61016	+	blastn_feature_transfer	high	99.554	1.0	672	0.0	1199.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	240391	241062
mitochondria	CDS	atp6	atp6	ATPase subunit 6	60345	61016	+	blastn_feature_transfer	high	99.554	1.0	672	0.0	1199.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	240391	241062
mitochondria	gene	atp6	atp6		60345	61034	+	blastn_feature_transfer	high	99.42	0.983	690	0.0	1227.0	NC_082108.1	Rhodiola juparensis mitochondrion, complete genome	160468	161169
mitochondria	CDS	atp6	atp6	Atp6	60345	61034	+	blastn_feature_transfer	high	99.42	0.983	690	0.0	1227.0	NC_082108.1	Rhodiola juparensis mitochondrion, complete genome	160468	161169
mitochondria	CDS	atp6	atp6	ATPase subunit 6	60390	61016	+	tblastn_protein_transfer	high	99.522	0.933	209	1.27e-121	373.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	240391	241062
mitochondria	CDS	atp6	atp6	Atp6	60390	61034	+	tblastn_protein_transfer	high	99.07	0.923	215	1.54e-124	382.0	NC_082108.1	Rhodiola juparensis mitochondrion, complete genome	160468	161169
mitochondria	gene	ND7	ND7		63670	67886	+	blastn_feature_transfer	medium	98.863	0.683	4223	0.0	7389.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	11370	17550
mitochondria	gene	nad7	nad7		63670	67886	+	blastn_feature_transfer	medium	97.94	0.686	4223	0.0	7230.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	119356	125512
mitochondria	gene	nad7	nad7		63983	67886	+	blastn_feature_transfer	medium	98.569	0.675	3912	0.0	6795.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	143897	149693
mitochondria	gene	nad7	nad7		64145	67886	+	blastn_feature_transfer	medium	98.534	0.687	3751	0.0	6511.0	OP312069.1	Rhodiola wallichiana chromosome 2 mitochondrion, complete sequence	40053	45512
mitochondria	CDS	ND7	ND7	NADH dehydrogenase subunit 7	64292	64758	+	blastn_feature_transfer	weak	100.0	0.394	467	0.0	843.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	11370	17550
mitochondria	CDS	nad7	nad7	NADH dehydrogenase subunit 7	64292	64758	+	blastn_feature_transfer	weak	100.0	0.394	467	0.0	843.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	143897	149693
mitochondria	CDS	ND7	ND7	NADH dehydrogenase subunit 7	64293	64757	+	tblastn_protein_transfer	weak	100.0	0.393	155	2.66e-101	323.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	11370	17550
mitochondria	CDS	nad7	nad7	nad7	64293	64757	+	tblastn_protein_transfer	weak	99.355	0.393	155	2.70e-100	320.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	119356	125512
mitochondria	CDS	ND9	ND9	NADH dehydrogenase subunit 9	80519	81088	+	tblastn_protein_transfer	high	100.0	1.0	190	1.15e-129	395.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	174280	174852
mitochondria	CDS	nad9	nad9	nad9	80519	81088	+	tblastn_protein_transfer	high	100.0	1.0	190	1.15e-129	395.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	61823	62395
mitochondria	gene	nad9	nad9		80519	81091	+	blastn_feature_transfer	high	99.825	1.0	573	0.0	1030.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	61823	62395
mitochondria	CDS	nad9	nad9	nad9	80519	81091	+	blastn_feature_transfer	high	99.825	1.0	573	0.0	1030.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	61823	62395
mitochondria	gene	ND9	ND9		80519	81091	+	blastn_feature_transfer	high	99.651	1.0	573	0.0	1025.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	174280	174852
mitochondria	CDS	ND9	ND9	NADH dehydrogenase subunit 9	80519	81091	+	blastn_feature_transfer	high	99.651	1.0	573	0.0	1025.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	174280	174852
