query_genome	feature_type	gene	name	product	query_start	query_end	strand	method	confidence	pident	query_coverage	aligned_length	evalue	bitscore	ref_accession	ref_description	ref_start	ref_end
mitochondria	tRNA	trnE-UUC	trnE-UUC	tRNA-Glu	13704	13775	-	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	29733	29804
mitochondria	gene	rpl10	rpl10		20551	21039	-	blastn_feature_transfer	high	99.591	1.0	489	0.0	874.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	156900	157388
mitochondria	CDS	rpl10	rpl10	ribosomal protein L10	20551	21039	-	blastn_feature_transfer	high	99.591	1.0	489	0.0	874.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	156900	157388
mitochondria	CDS	atp6	atp6	ATPase subunit 6	60345	61016	+	blastn_feature_transfer	high	99.554	1.0	672	0.0	1199.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	240391	241062
mitochondria	gene	atp6	atp6		60345	61016	+	blastn_feature_transfer	high	99.554	1.0	672	0.0	1199.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	240391	241062
mitochondria	gene	ND7	ND7		63670	67886	+	blastn_feature_transfer	medium	98.863	0.683	4223	0.0	7389.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	11370	17550
mitochondria	gene	nad7	nad7		64145	67886	+	blastn_feature_transfer	medium	98.534	0.687	3751	0.0	6511.0	OP312069.1	Rhodiola wallichiana chromosome 2 mitochondrion, complete sequence	40053	45512
mitochondria	CDS	ND7	ND7	NADH dehydrogenase subunit 7	64292	64758	+	blastn_feature_transfer	weak	100.0	0.394	467	0.0	843.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	11370	17550
mitochondria	CDS	nad7	nad7	NADH dehydrogenase subunit 7	64292	64758	+	blastn_feature_transfer	weak	100.0	0.394	467	0.0	843.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	143897	149693
mitochondria	CDS	ND9	ND9	NADH dehydrogenase subunit 9	80519	81088	+	tblastn_protein_transfer	high	100.0	1.0	190	1.15e-129	395.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	174280	174852
mitochondria	CDS	nad9	nad9	nad9	80519	81088	+	tblastn_protein_transfer	high	100.0	1.0	190	1.15e-129	395.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	61823	62395
mitochondria	gene	nad9	nad9		80519	81091	+	blastn_feature_transfer	high	99.825	1.0	573	0.0	1030.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	61823	62395
mitochondria	gene	ND9	ND9		80519	81091	+	blastn_feature_transfer	high	99.651	1.0	573	0.0	1025.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	174280	174852
mitochondria	gene	trnW-CCA	trnW-CCA		82048	82121	+	blastn_feature_transfer	high	98.649	1.0	74	1.63e-32	130.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	173443	173516
mitochondria	tRNA	trnW-CCA	trnW-CCA	tRNA-Trp	82048	82121	+	blastn_feature_transfer	high	98.649	1.0	74	1.63e-32	130.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	173443	173516
mitochondria	gene	trnM-CAT	trnM-CAT		83446	83519	+	blastn_feature_transfer	high	98.649	1.0	74	1.63e-32	130.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	172125	172198
mitochondria	tRNA	trnM-CAT	trnM-CAT	tRNA-Met	83446	83519	+	blastn_feature_transfer	high	98.649	1.0	74	1.63e-32	130.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	172125	172198
mitochondria	gene	trnM-CAU	trnM-CAU		83446	83519	+	blastn_feature_transfer	high	98.649	1.0	74	1.63e-32	130.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	64475	64548
mitochondria	tRNA	trnM-CAU	trnM-CAU	tRNA-Met	83446	83519	+	blastn_feature_transfer	high	98.649	1.0	74	1.63e-32	130.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	64475	64548
mitochondria	gene	trnI-CAU	trnI-CAU		83446	83522	+	blastn_feature_transfer	high	98.701	1.0	77	4.03e-34	135.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	19752	19828
mitochondria	tRNA	trnI-CAU	trnI-CAU	tRNA-Met	83446	83522	+	blastn_feature_transfer	high	98.701	1.0	77	4.03e-34	135.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	19752	19828
mitochondria	CDS	ND1	ND1	NADH dehydrogenase subunit 1	93740	94127	-	blastn_feature_transfer	weak	99.227	0.397	388	0.0	687.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	51955	228657
mitochondria	CDS	nad1	nad1	NADH dehydrogenase subunit 1	93740	94127	-	blastn_feature_transfer	weak	98.969	0.397	388	0.0	682.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	13520	182725
mitochondria	CDS	nad5	nad5	NADH dehydrogenase subunit 5	96490	97710	-	tblastn_protein_transfer	low	99.754	0.613	407	0.0	791.0	NC_070303.1	Rhodiola crenulata mitochondrion, complete genome	9759	73660
mitochondria	CDS	ND5	ND5	NADH dehydrogenase subunit 5	96493	97710	-	tblastn_protein_transfer	low	99.754	0.606	406	0.0	790.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	54792	226280
mitochondria	gene	nad5	nad5		96493	98790	-	blastn_feature_transfer	low	99.521	0.608	2298	0.0	4095.0	NC_070303.1	Rhodiola crenulata mitochondrion, complete genome	9759	73660
mitochondria	gene	trnfM-CAU	trnfM-CAU		99369	99443	-	blastn_feature_transfer	high	98.667	1.0	75	4.74e-33	132.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	123261	123335
mitochondria	tRNA	trnfM-CAU	trnfM-CAU	tRNA-fMet	99369	99443	-	blastn_feature_transfer	high	98.667	1.0	75	4.74e-33	132.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	123261	123335
mitochondria	gene	rps7	rps7		107717	108163	-	blastn_feature_transfer	high	100.0	1.0	447	0.0	807.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	41624	42070
mitochondria	CDS	rps7	rps7	ribosomal protein S7	107717	108163	-	blastn_feature_transfer	high	100.0	1.0	447	0.0	807.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	41624	42070
mitochondria	CDS		QQ045_002858	hypothetical protein	107726	108136	-	tblastn_protein_transfer	weak	31.915	0.91	141	4.75e-18	73.6	CM082116.1	Rhodiola kirilowii isolate R_Ki mitochondrion, complete sequence, whole genome shotgun sequence	33323	33790
mitochondria	gene	rrn18	rrn18		109101	111026	+	blastn_feature_transfer	high	98.858	1.009	1926	0.0	3382.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	43009	44916
mitochondria	rRNA	rrn18	rrn18	18S ribosomal RNA	109101	111026	+	blastn_feature_transfer	high	98.858	1.009	1926	0.0	3382.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	43009	44916
mitochondria	gene	rrn5	rrn5		111185	111305	+	blastn_feature_transfer	high	100.0	1.0	121	2.11e-59	219.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	45078	45198
mitochondria	rRNA	rrn5	rrn5	5S ribosomal RNA	111185	111305	+	blastn_feature_transfer	high	100.0	1.0	121	2.11e-59	219.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	45078	45198
mitochondria	CDS	CYTB	CYTB	cytochrome b	111447	112628	+	blastn_feature_transfer	high	99.408	1.0	1182	0.0	2101.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	45332	46513
mitochondria	gene	CYTB	CYTB		111447	112628	+	blastn_feature_transfer	high	99.408	1.0	1182	0.0	2101.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	45332	46513
mitochondria	CDS	cob	cob	cob	111471	112628	+	blastn_feature_transfer	high	99.396	1.0	1158	0.0	2058.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	46556	47713
mitochondria	gene	cob	cob		111471	112628	+	blastn_feature_transfer	high	99.396	1.0	1158	0.0	2058.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	46556	47713
mitochondria	gene	atp9	atp9		113023	113244	+	blastn_feature_transfer	high	99.55	1.0	222	2.62e-112	397.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	189724	189945
mitochondria	CDS	atp9	atp9	ATPase subunit 9	113023	113244	+	blastn_feature_transfer	high	99.55	1.0	222	2.62e-112	397.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	189724	189945
mitochondria	gene	trnQ-TTG	trnQ-TTG		113463	113534	+	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	47352	47423
mitochondria	tRNA	trnQ-TTG	trnQ-TTG	tRNA-Gln	113463	113534	+	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	47352	47423
mitochondria	gene	trnQ-UUG	trnQ-UUG		113463	113534	+	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	45679	45750
mitochondria	tRNA	trnQ-UUG	trnQ-UUG	tRNA-Gln	113463	113534	+	blastn_feature_transfer	high	100.0	1.0	72	4.50e-33	131.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	45679	45750
mitochondria	gene	ATP4	ATP4		120814	121410	-	blastn_feature_transfer	high	99.33	1.0	597	0.0	1059.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	165259	165855
mitochondria	CDS	atp4	atp4	Atp4	120826	121410	-	tblastn_protein_transfer	high	99.487	1.0	195	9.92e-122	372.0	NC_082108.1	Rhodiola juparensis mitochondrion, complete genome	52752	53339
mitochondria	gene	ND4L	ND4L		121584	121886	-	blastn_feature_transfer	high	100.0	1.0	303	9.19e-158	547.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	164789	165091
mitochondria	CDS	ND4L	ND4L	NADH dehydrogenase subunit 4L	121584	121886	-	blastn_feature_transfer	high	100.0	1.0	303	9.19e-158	547.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	164789	165091
mitochondria	gene	nad4L	nad4L		121584	121886	-	blastn_feature_transfer	high	100.0	1.0	303	9.19e-158	547.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	151998	152300
mitochondria	CDS	nad4L	nad4L	NADH dehydrogenase subunit 4L	121584	121886	-	blastn_feature_transfer	high	100.0	1.0	303	9.19e-158	547.0	PP024540.1	Rhodiola rosea mitochondrion, complete genome	151998	152300
mitochondria	gene	nad4	nad4		123186	129626	-	blastn_feature_transfer	medium	98.136	0.826	6491	0.0	11160.0	NC_070303.1	Rhodiola crenulata mitochondrion, complete genome	23801	31658
mitochondria	gene	ND4	ND4		123186	129626	-	blastn_feature_transfer	medium	98.278	0.832	6445	0.0	11123.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	156758	164502
mitochondria	gene	matR	matR		133714	135661	-	blastn_feature_transfer	high	99.384	1.001	1948	0.0	3456.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	145136	147082
mitochondria	CDS	matR	matR	maturase	133714	135661	-	blastn_feature_transfer	high	99.384	1.001	1948	0.0	3456.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	145136	147082
mitochondria	gene	trnH-GTG	trnH-GTG		138538	138611	-	blastn_feature_transfer	high	100.0	1.0	74	3.83e-34	134.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	142363	142436
mitochondria	tRNA	trnH-GTG	trnH-GTG	tRNA-His	138538	138611	-	blastn_feature_transfer	high	100.0	1.0	74	3.83e-34	134.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	142363	142436
mitochondria	gene	trnH-GUG	trnH-GUG		138538	138611	-	blastn_feature_transfer	high	100.0	1.0	74	3.83e-34	134.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	151097	151170
mitochondria	tRNA	trnH-GUG	trnH-GUG	tRNA-His	138538	138611	-	blastn_feature_transfer	high	100.0	1.0	74	3.83e-34	134.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	151097	151170
mitochondria	CDS	COX3	COX3	cytochrome c oxidase subunit III	141772	142569	+	blastn_feature_transfer	high	98.747	1.0	798	0.0	1395.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	196198	196995
mitochondria	gene	COX3	COX3		141772	142569	+	blastn_feature_transfer	high	98.747	1.0	798	0.0	1395.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	196198	196995
mitochondria	gene	sdh4	sdh4		142497	142614	+	blastn_feature_transfer	high	97.458	1.0	118	1.92e-53	200.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	106377	106494
mitochondria	gene	sdh4-pseudo	sdh4-pseudo		142497	142614	+	blastn_feature_transfer	high	97.458	1.0	118	1.92e-53	200.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	196153	196270
mitochondria	CDS	sdh4	sdh4	sdh4	142497	142664	+	tblastn_protein_transfer	high	96.429	1.0	56	5.23e-31	105.0	PV608516.1	Sedum sarmentosum mitochondrion, complete genome	131987	132157
mitochondria	CDS	ATP8	ATP8	ATP synthase F0 subunit 8	142792	143271	+	blastn_feature_transfer	high	98.958	1.0	480	0.0	844.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	24776	25255
mitochondria	gene	ATP8	ATP8		142792	143271	+	blastn_feature_transfer	high	98.958	1.0	480	0.0	844.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	24776	25255
mitochondria	gene	trnY-GTA	trnY-GTA		149258	149340	+	blastn_feature_transfer	high	100.0	1.0	83	5.67e-39	150.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	133199	133281
mitochondria	tRNA	trnY-GTA	trnY-GTA	tRNA-Tyr	149258	149340	+	blastn_feature_transfer	high	100.0	1.0	83	5.67e-39	150.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	133199	133281
mitochondria	gene	trnY-GUA	trnY-GUA		149258	149340	+	blastn_feature_transfer	high	100.0	1.0	83	5.67e-39	150.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	66984	67066
mitochondria	tRNA	trnY-GUA	trnY-GUA	tRNA-Tyr	149258	149340	+	blastn_feature_transfer	high	100.0	1.0	83	5.67e-39	150.0	NC_069572.1	Sedum plumbizincicola voucher KPBK001 mitochondrion, complete genome	66984	67066
mitochondria	gene	nad2	nad2		150918	153629	+	blastn_feature_transfer	medium	96.35	0.74	2767	0.0	4548.0	NC_070303.1	Rhodiola crenulata mitochondrion, complete genome	151665	155401
mitochondria	CDS	ND2	ND2	NADH dehydrogenase subunit 2	151406	152176	+	tblastn_protein_transfer	low	78.764	0.531	259	8.27e-120	380.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	83326	132697
mitochondria	CDS	nad2	nad2	NADH dehydrogenase subunit 2	151412	152176	+	tblastn_protein_transfer	medium	79.377	0.843	257	8.72e-123	381.0	NC_082108.1	Rhodiola juparensis mitochondrion, complete genome	183483	187224
mitochondria	gene	ccmB	ccmB		223336	223956	+	blastn_feature_transfer	high	99.678	1.0	621	0.0	1112.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	224954	225574
mitochondria	CDS	ccmB	ccmB	cytochrome c biogenesis B	223336	223956	+	blastn_feature_transfer	high	99.678	1.0	621	0.0	1112.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	224954	225574
mitochondria	CDS	cox2	cox2	cytochrome c oxidase subunit 2	236710	237156	+	tblastn_protein_transfer	high	86.577	0.968	149	7.29e-70	221.0	NC_072122.1	Rhodiola tangutica mitochondrion, complete genome	47836	51350
mitochondria	gene	cox2	cox2		236710	240168	+	blastn_feature_transfer	high	95.889	1.007	3527	0.0	5717.0	OP312071.1	Rhodiola sacra chromosome 2 mitochondrion, complete sequence	59298	62801
mitochondria	gene	ccmC	ccmC		240456	241142	-	blastn_feature_transfer	high	99.563	1.0	687	0.0	1226.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	187453	188139
mitochondria	CDS	ccmC	ccmC	cytochrome c biogenesis C	240456	241142	-	blastn_feature_transfer	high	99.563	1.0	687	0.0	1226.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	187453	188139
mitochondria	gene	ATP1	ATP1		241601	243133	-	blastn_feature_transfer	high	99.152	1.0	1533	0.0	2707.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	188597	190129
mitochondria	gene		QQ045_002855		241601	243133	-	blastn_feature_transfer	high	98.304	1.0	1533	0.0	2648.0	CM082116.1	Rhodiola kirilowii isolate R_Ki mitochondrion, complete sequence, whole genome shotgun sequence	50334	51866
mitochondria	CDS		QQ045_002855	hypothetical protein	241601	243133	-	blastn_feature_transfer	high	98.304	1.0	1533	0.0	2648.0	CM082116.1	Rhodiola kirilowii isolate R_Ki mitochondrion, complete sequence, whole genome shotgun sequence	50334	51866
mitochondria	CDS	ATP1	ATP1	ATPase subunit 1	241604	243133	-	tblastn_protein_transfer	high	99.804	1.0	510	0.0	1030.0	PV256627.1	Graptopetalum paraguayense mitochondrion, complete genome	188597	190129
