path	type	size	sha256
supplementary_analysis/pipeline/src/dudleya_supplement/provenance.py	file	3456	266c438d85aca599807cd1f649d11d305cdafce0bc1993a6b885a1aeeaeeb8b9
supplementary_analysis/pipeline/src/dudleya_supplement/rendering.py	file	16916	21155ee094c4a6ebc860db89bae0495126c26a8c904386ef09a4534c7ec55a80
supplementary_analysis/pipeline/src/dudleya_supplement/reporting.py	file	1535	0d28ecd87411a0431a6eb3ed52f096fc19c370b367f477bede536cf37973c7ed
supplementary_analysis/pipeline/src/dudleya_supplement/scenario.py	file	35002	617c6e32166abf117d065a991197483869a5c29e980b6ec46fe4d6904a0f7cdd
supplementary_analysis/pipeline/src/dudleya_supplement/sensitivity.py	file	5912	ee36e510faa568d7f44c0e5bb8e5bb27ba189814b88062b61377f4fe6b000497
supplementary_analysis/pipeline/src/dudleya_supplement/stages.py	file	21191	bdb86a42e882239ce1a87f43ac4b567716a2415edaa53d74a12e26188388a7dc
supplementary_analysis/pipeline/src/dudleya_supplement/technical_sensitivity.py	file	745	fe490190bbec48dd5aa07405b543a3f36b9560f9c58f0abd572233007844e387
supplementary_analysis/pipeline/src/dudleya_supplement/workflow.py	file	3247	aa6978859891dc9993e097a84f24b5d0ff2280d4c4b5d5a08c8f508f32742701
supplementary_analysis/reports/figures/.gitkeep	file	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S1_robustness.pdf	file	20349	65bc2eb1e9410dab09a5e2c6637f647f29ed1d27cb9dd9815a0b5965789e3163
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S1_robustness.png	file	226787	31e257c499757e635ab360a4a38fa6ac9978bbd99d57c91a14b781613f2fbbde
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S1_robustness.svg	file	85550	75ef026ae1e7c641c9c9da982b8d962d3f1e5fd5c5714218c1dd239343bdf705
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S2_phylogenetic_information.pdf	file	20284	691824afe4229872338cb07e091beda55bab7db1dc4471e0ef1b0964745c3aad
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S2_phylogenetic_information.png	file	178085	4318da742f5cdc75511ac1389af4c85e04c3f428653e7b19e34b573884446ed1
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S2_phylogenetic_information.svg	file	81386	2b816e82badb089c637bd36974358efa92d147343b008b0211d54603cd8f3da4
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S3_technical_confounders.pdf	file	33284	a98d97b1d1f4439d0d34caf73d85d5753914b4d97c71d5e6c232b5379bdbd65d
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S3_technical_confounders.png	file	322021	7eab327a0cbd79f2a008621d0d2a6a0bdc584099de5110ffb11040d7520b3b07
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S3_technical_confounders.svg	file	136686	c4b69d150100cc22688d7f4c3d84da4acf197e4f2b84238b3d66e236eaf76b17
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S4_organelle_comparison.pdf	file	29669	685c3cb7c7b360c10d5081b3136289b0d3215b70c73804b2c8e6f6e93a73f0ae
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S4_organelle_comparison.png	file	677942	b0b7f53aa6072f4082f4f39b4828382a2e5fd399836908037eac8e1b34ffb7e6
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S4_organelle_comparison.svg	file	199111	4c41c58d0aa3e245566d7c2a1660fe7604af4ad92c09e7f0b7b8e1bf740d003e
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S5_population_diversity.pdf	file	23014	9d3e521b1316cc27b62b178b7d417450a37dc1608efed3c4ac5dffaf93a71a09
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S5_population_diversity.png	file	196730	24494309243bd35df177f4e1d35510c38214f4f2ee6c776b421f0f7e84e1dccc
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S5_population_diversity.svg	file	80885	2270bba8e43a8a1e2675ce76ccde6d5e860576a2c0eb3808a7afcb356a3a7463
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S6_genome_coordinate.pdf	file	18937	d79b0de94bd3492ab6b94c2c4b7a703453903fa357ff5dfa158c5f027073475f
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S6_genome_coordinate.png	file	341484	8aa8dbe696bb4929fcb07ce77a2565e3f396f347211a73f9b3d7cd026e94d100
supplementary_analysis/reports/figures/supplement-20260824-v26/figure_S6_genome_coordinate.svg	file	65308	f46a611fec5671b863cc760e5fffbd48ffc53fc698d4a0751f3f5c89d50d3fb0
supplementary_analysis/reports/figures/supplement-20260824-v26/presentation_replacement_manifest.tsv	file	1509	dad8415715180386389b5896bba2d5874d62cc2e02a4920df6758b96bca5cd17
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_admixture_demoted.pdf	file	16839	4d5fb0fb701a39d48b04890566025a7e045eec080d213b108dd7104a6c29244b
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_admixture_demoted.png	file	92756	1cd3e0939b69d241c82c2a25d50903db19c87ee60168051822219ed5b0c318d5
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_admixture_demoted.svg	file	36244	d72dc4a224a4e8f55dee1cb5806ef15bcf38e7794f041ce1aa2b83fcd3556e60
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_chloroplast_pca_scree.pdf	file	13423	b5520fa53e82159fc480f23415e147ab18a0630b30e820cbdab039b5a43d7be0
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_chloroplast_pca_scree.png	file	85028	4179991800bd5f48d350853caa482720f0dbdf53120c8539de151c76db0fd06a
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_chloroplast_pca_scree.svg	file	28517	23d2e5914edc7e5af81da64556c5d18d611f83bba4de7d411555062469005094
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_fst_ecdf.pdf	file	19653	2ba1e73919a283d272fc3d347d96209a1c62e978fcfc06902d15f91be97786fa
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_fst_ecdf.png	file	89086	03db168b532686bdc9baccf7ca355393f335f8ae68e9cd5fc38291922df09c1a
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_fst_ecdf.svg	file	55549	e47807c1c9ec7b48db15f6270f6a86b4479500f0d94187659a615b824b87cd41
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_mitochondria_pca_scree.pdf	file	14077	c329b6a34b5b03e4745a5a053b235fd55aac627ade18bc4e2b4838211d49f2fa
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_mitochondria_pca_scree.png	file	95237	c897846a1aa90cad43928519dfad0a020262eeb486c0f955bcd62255a03a9a1a
supplementary_analysis/reports/figures/supplement-20260824-v26/replacement_mitochondria_pca_scree.svg	file	32164	4409f0bbf9ce998d1ae4468aba47fde0010f5873532b4296b2ebbb9498fb1630
supplementary_analysis/reports/figures/supplement-20260824-v26/supplementary_figure_manifest.tsv	file	2249	83e43004a65c414eecbdbd72a1bdfffc93d1f44a4a2b4390571a089fc5618645
supplementary_analysis/reports/manuscript_support/.gitkeep	file	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
supplementary_analysis/reports/manuscript_support/supplement-20260824-v26/claim_analysis_decisions.phase1.tsv	file	1815	5300869c8030be29de34443829f99e5cac07d405e32f9872e348fea61c0073d7
supplementary_analysis/reports/manuscript_support/supplement-20260824-v26/claim_analysis_decisions.tsv	file	2187	ecf252dcd3b4fb22dd1e9d1e98f6fe7519687dde01348e9efa275cf82919c0e5
supplementary_analysis/reports/manuscript_support/supplement-20260824-v26/geography_status.tsv	file	116	0768c9355e818fbfe44c3a672a1abeb1266eae74274f621402fb8c235c76afcb
supplementary_analysis/reports/manuscript_support/supplement-20260824-v26/organelle_inheritance_evidence.md	file	874	b520fa77dfceb73350f92eb3f1e48d1f5ea91012f2d04fb119906791ebf26d05
supplementary_analysis/reports/manuscript_support/supplement-20260824-v26/supplementary_analysis_report.md	file	6146	35dd8f8a9243c1bc0e32b192549f6236494f917adc2490a613d4a070fb626a9b
supplementary_analysis/reports/tables/.gitkeep	file	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
supplementary_analysis/reports/tables/supplement-20260824-v26/table_manifest.tsv	file	21204	ef766bbaa15e8491634940f88c968c891dbfc6f9a8b7f65234243b7959e3ef8d
supplementary_analysis/results/comparative/.gitkeep	file	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
supplementary_analysis/results/comparative/supplement-20260824-v26/genome_coordinate_windows.tsv	file	5255	7800b9fb025eac03afeaf27324158f4241e51d55af855ac0496b9d594d10ae24
supplementary_analysis/results/comparative/supplement-20260824-v26/identity_sensitivity/chloroplast_samples.without_suspected.tsv	file	99037	d2c7631d3057d8790f31e17513d661fb1c84776e093f568210f95d9ba60c42d9
supplementary_analysis/results/comparative/supplement-20260824-v26/identity_sensitivity/mitochondria_samples.without_suspected.tsv	file	97248	98e562bdcfeff8abb57f0d4249510c286a82a5663c8ad7b9e388ada51e32f3b4
supplementary_analysis/results/comparative/supplement-20260824-v26/identity_sensitivity/samples.without_suspected.tsv	file	100248	bb5c76107a950a26de30ba8fc685669b85cc7b7f12169f7539c125fe5e4e0cd0
supplementary_analysis/results/comparative/supplement-20260824-v26/organelle_comparison/chloroplast.support_contracted_229.treefile	file	7497	8b3c5069c24ea07f159c12cb425350f4cea8fe0f4d846cbe545ca9e442ec6c41
supplementary_analysis/results/comparative/supplement-20260824-v26/organelle_comparison/common_pair_fst_agreement.tsv	file	38415	9cea517570f187d7067b2a1ea25ce93d457625dd0b6b5c803563cba2a66cf084
supplementary_analysis/results/comparative/supplement-20260824-v26/organelle_comparison/mitochondria.support_contracted_229.treefile	file	6417	fcd684ce063e4e562c352fca25bb2d5e7395650c05eca9b2d06d6bb799152c0a
supplementary_analysis/results/comparative/supplement-20260824-v26/organelle_comparison/supported_unrooted_rf.tsv	file	261	a63d69be474f93dca4a338f4f5dd56d49821c13bb9ea01330e8e36e2f1838be2
supplementary_analysis/results/comparative/supplement-20260824-v26/organelle_comparison/tanglegram_271_tip_mapping.tsv	file	12981	4b1e4b5c2acdace70d1c992f2c901ec9f285aaff2919700120fb13ca331f55b6
supplementary_analysis/results/comparative/supplement-20260824-v26/population_diversity/chloroplast_146_site_resampling.tsv	file	64939	a147cfd8d5442396bce4dc5c1c94ffcd1650cbaf1337239a97729a1e3c68465d
supplementary_analysis/results/comparative/supplement-20260824-v26/population_diversity/population_pi_n4_resampling.tsv	file	3778861	96ddc374114f0e8a4cf08ecfeb7da764e037cd0d031e90dc4b6fb5b918006b13
supplementary_analysis/results/comparative/supplement-20260824-v26/population_diversity/population_resampling_summary.tsv	file	565	591945b3ad1a3a9e83aaeaca68d29f2e173a70851aa6aa7ae8cf7788a37f38b8
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_confounders.tsv	file	2399	c87f442fc2729562bc94d9cc0fab9ec2ee8f614598979b591015d32451ce1041
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_sensitivity/chloroplast.complete_sites.coordinates.tsv	file	48531	96c936b8d69d0720fc1cf00556b89710d0bc9c2a32d5bc5870ec883774a32a42
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_sensitivity/chloroplast.complete_sites.variance.tsv	file	232	9fffbe3fd216940afbb17d28005c6946e74684b9e09dee59d6fa1add11b313b1
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_sensitivity/chloroplast.complete_sites.vcf.gz	file	957721	097a9616cb1ea5e388af38e43d373b30553aa926a03116ae59e63ada864af63d
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_sensitivity/chloroplast.complete_sites.vcf.gz.csi	file	235	968770595aee74d41648ac5fad8853fdde4f44612f029696230e9d0abf79ec5d
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_sensitivity/complete_site_pca_summary.tsv	file	251	97e109f570f5d8abdb4cc061e0b30f67bdeb21b731c866e78cbe83afa5e22b43
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_sensitivity/complete_site_technical_confounders.tsv	file	2903	dde1e2770e8f2d9ded3d7a750d3dbbc08a5cb34cc8e395fb57eabaf362753e23
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_sensitivity/mitochondria.complete_sites.coordinates.tsv	file	49240	ee4637f182578909d866a40bc4996cf2f386e0369808c2beff11eb08ce95ab5d
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_sensitivity/mitochondria.complete_sites.variance.tsv	file	233	bd6d28b0b878c7072db3fcab273098068337adfb35b31a915d3a23822d0256e5
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_sensitivity/mitochondria.complete_sites.vcf.gz	file	29354	406cff6ea12a44f1aa007982be49c455dac1c436f8296f06505037799f544232
supplementary_analysis/results/comparative/supplement-20260824-v26/technical_sensitivity/mitochondria.complete_sites.vcf.gz.csi	file	160	f52613cbfdd2177b0760a5ef350c0fcc308b3bd96d594c1885befe0d864fdc6d
supplementary_analysis/results/figures/.gitkeep	file	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
supplementary_analysis/results/phylogeny/.gitkeep	file	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping/chloroplast.iqtree	file	160712	5c3829fd16991f0d9a846cc8af4af84751237c7b2ae5bbd9edede858f8c0d2f9
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping/chloroplast.lmap.eps	file	3602907	dacc0ea2224186390654afeb52351aee175868542e66fcceb1f5ce6282c16e8f
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping/chloroplast.lmap.svg	file	5739068	cd6d76e29556cf2fb6a911c583d1410e914515f450929f1ab91a6706188937ab
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping/chloroplast.log	file	7506705	63f9be9669c1c2c8f38b16f0c807d236e5b0e7f9d23308a8f3d70e1c18e267f5
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping/likelihood_mapping_summary.tsv	file	861	b1580827b9eae4a9079818980f49c3f4ec8b65089738411c3d8af5f143e1a4b4
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping/mitochondria.iqtree	file	136316	abd3b11b7388818180baa86d76c23b213facdd4050b8b4fc65f9b8f0b82ebd8a
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping/mitochondria.lmap.eps	file	3602908	4b630c2812c293e916050460676ed22a90dac4b02cebf40a8be8e7b11c1fc06d
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping/mitochondria.lmap.svg	file	5768936	533bb60458485a8f7f868f026dcfdd45b9550a8e431c25a2c14b839f5c87903c
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping/mitochondria.log	file	13528939	132835d0c6d1b3034911483419c78165828cc3dc8850a628cb21ea0794fd3c6d
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping_sensitivity/likelihood_mapping_sensitivity.tsv	file	858	8c25259d007bbe0277a204fccccb59c03b06e3f805bf025d13c18a444f735694
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping_sensitivity/mitochondria.mask_restricted.fa	file	11853982	e187edf71913a46d0e4c44b2546f19c85c347cf3fdb23642f858b36ada17133a
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping_sensitivity/mitochondria.mask_restricted.iqtree	file	136440	b34f800fb8766739c578333d91875a13e8dde14fe1eaeb3b5e46b218860b0fed
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping_sensitivity/mitochondria.mask_restricted.lmap.eps	file	3602908	0c7c11063113b01032d723d3ee794c0e2e7e3545b2d88fba6f03de8f269cc214
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping_sensitivity/mitochondria.mask_restricted.lmap.svg	file	5768398	d7aa00b90f0bd589f539fa225b9bbeef72ab9251aab6c28cdee46a5182bc398c
supplementary_analysis/results/phylogeny/supplement-20260824-v26/likelihood_mapping_sensitivity/mitochondria.mask_restricted.log	file	13659041	7844835471db4aff5ed1cc73de0b85044b58674998b79607e4284189a8b2908d
supplementary_analysis/results/sensitivity/.gitkeep	file	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/alignments/chloroplast.callable_alignment.fa	file	41999654	73f143fb7da0035a7d7903948d48dba4fbe7d9966fc015eda7fb5d8cfb9e5801
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/alignments/chloroplast.callable_summary.tsv	file	24296	ce47a514780ed804bcf89a72995ea9e27136357d34db1372623f498efac29859
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/alignments/mitochondria.callable_alignment.fa	file	66779991	50b9ee3d72aa5cf56e2b41f137bcdaf791d08b8dcd18695a073631a63d77e90e
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/alignments/mitochondria.callable_summary.tsv	file	22406	bb137c038f74a3397670958bda8530ef3211e208e26431f71d28a2f214591305
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/haplotypes/chloroplast.haplotypes.tsv	file	113786	7f9160de4bc0e6477c06fcc6886be9da0c7a283520cd6dc264a6d33ec31fe185
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/haplotypes/chloroplast.sample_haplotypes.tsv	file	8800	2269ea7cf96dc8df78f0db1ad8a56857037bcb3c45f2496f2dad12ece45319fb
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/haplotypes/mitochondria.haplotypes.tsv	file	7378	f030f59b824a15ae3341f82a671da748f4f8fafeb7086d0dc263029cbbd3ceaa
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/haplotypes/mitochondria.sample_haplotypes.tsv	file	7997	4362fcd608f07de89b46c6527ab42fd7e17f1aee967b8f754e5f3a2f21548b2d
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/metadata/chloroplast_samples.tsv	file	98350	5de3e9180365ce7d399192fecb5cf05260bf1e7e4c36ad976110743b4c756d0f
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/metadata/mitochondria_samples.tsv	file	96561	a24a70926cd34ca4b3d3abe63299b4c054cd16140fdcfa01619f657f8ec01d86
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/metadata/shared_samples.tsv	file	96561	a24a70926cd34ca4b3d3abe63299b4c054cd16140fdcfa01619f657f8ec01d86
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/pca/chloroplast.coordinates.tsv	file	48740	ac7034e3b94b251ac8a7895801e47f08c1fc9c7eddb98eb692c1d2dfec90ee4e
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/pca/chloroplast.variance.tsv	file	232	505a301dcb718c7f7b14bb86ef1ff3a5adf526cf37fe90f4755671e1087a5377
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/pca/mitochondria.coordinates.tsv	file	47663	bfbe12ce551308246d178601c290ef2b28a4256d258558b050271a75f7761eab
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/pca/mitochondria.variance.tsv	file	233	03f05e259c0b335e721e6ff3f7b1f900eb0cb5e112c3814333e12daab681eb1f
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/popgen/chloroplast.pairwise_hudson_fst.tsv	file	41334	46a62c602f323b54031211a23be3cc02374b7a8439f5d1f225b5fd2eca65c922
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/popgen/chloroplast.population_summary.tsv	file	7451	a6a4718e3d7fda27b2a39f831242021383fe6c34c21a53d7ea045d57390a745f
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/popgen/mitochondria.pairwise_hudson_fst.tsv	file	37374	de6757f1d926c348e09b36694efccf6379c74735babc2c76107741d3f500e3b6
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/popgen/mitochondria.population_summary.tsv	file	7216	c82e515431557b680aeb779a3fd63d06b9f63c6b86c4b14935f86f719690ceec
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/trees/chloroplast.primary.treefile	file	14563	38d92ee9d4480189e9eb729329b359214a988c54af1ca4a1078953e6fe580b48
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/trees/mitochondria.primary.treefile	file	13606	5197a5e6dd5a8f94feb56ba07389be528439747563176d2be0d668d0ea436240
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/variants/chloroplast.mac2_ordination.vcf.gz	file	1825377	41f3562747aa5ab49ccefa939b28d35f7c0143aee37f7621e708757023c86e2d
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/variants/chloroplast.primary.vcf.gz	file	2013834	f47069ed6a2d529d6e87605d03a1c967cf161a57c77a6a646fb0fadf1ff343bb
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/variants/mitochondria.mac2_ordination.vcf.gz	file	108183	c42ca2992e31992888c4ae26e8883af461d15ecdf4a0bf7971457f5b6f1e4f25
supplementary_analysis/results/sensitivity/supplement-20260824-v26/canonical/variants/mitochondria.primary.vcf.gz	file	126811	9017f54a06680df8c15846eaf033bb3d53f106eea3c7aadca079ac17cbf2ee49
supplementary_analysis/results/sensitivity/supplement-20260824-v26/identity_without_suspected/popgen/chloroplast.pairwise_hudson_fst.tsv	file	41233	4c114bd0972d84e0b70e4225414985f34a56c77ebe1c53b5e97b0d7879d25404
supplementary_analysis/results/sensitivity/supplement-20260824-v26/identity_without_suspected/popgen/chloroplast.population_summary.tsv	file	7133	61155b3253bb02d52ff45fc2da3b6f8627bcce75c4de6277f71a709dd64384e6
supplementary_analysis/results/sensitivity/supplement-20260824-v26/identity_without_suspected/popgen/mitochondria.pairwise_hudson_fst.tsv	file	36519	405aa3422b186c24162f1da6905a287ea9ddb650cbb33c0f1b5cf4a965e099e5
supplementary_analysis/results/sensitivity/supplement-20260824-v26/identity_without_suspected/popgen/mitochondria.population_summary.tsv	file	6899	d568c849c53d1ea83dd78e9803b0a8f914f46f2104b48408b0d0512c5f5f626c
supplementary_analysis/results/sensitivity/supplement-20260824-v26/mtmask70/alignments/mitochondria.callable_alignment.fa	file	66779991	e168cba47c334a2069735c2f8ab2888ff1fead869bde3596b234cd357b7ae5ea
supplementary_analysis/results/sensitivity/supplement-20260824-v26/mtmask70/alignments/mitochondria.callable_alignment.summary.tsv	file	18742	2e0eda6dc9383b69c199bc8e6d403601ed2024e3fcc0d89ccd5e89c8255bb4b1
supplementary_analysis/results/sensitivity/supplement-20260824-v26/mtmask70/haplotypes/mitochondria.haplotype_positions.tsv	file	963	f14358dfc3a28ee1a1566f155a06d7d5bed04c928c8b16f52a4fa12589799449
supplementary_analysis/results/sensitivity/supplement-20260824-v26/mtmask70/haplotypes/mitochondria.haplotypes.tsv	file	7378	f030f59b824a15ae3341f82a671da748f4f8fafeb7086d0dc263029cbbd3ceaa
supplementary_analysis/results/sensitivity/supplement-20260824-v26/mtmask70/haplotypes/mitochondria.network_edges.tsv	file	477	9396332eb40d7e182ca965cc4b4c667befe44b9d32aaaae8d83ab83e1e992b30
supplementary_analysis/results/sensitivity/supplement-20260824-v26/mtmask70/haplotypes/mitochondria.sample_haplotypes.tsv	file	7997	4362fcd608f07de89b46c6527ab42fd7e17f1aee967b8f754e5f3a2f21548b2d
