query_genome	feature_type	gene	name	product	query_start	query_end	strand	method	confidence	pident	query_coverage	aligned_length	evalue	bitscore	ref_accession	ref_description	ref_start	ref_end
chloroplast	gene	pafI	pafI		32057	34016	-	blastn_feature_transfer	high	99.439	1.002	1960	0.0	3484.0	PX244389.1	Dudleya virens chloroplast, complete genome	42432	44388
chloroplast	gene	ycf3	ycf3		32057	34016	-	blastn_feature_transfer	high	99.185	1.003	1964	0.0	3470.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	42856	44814
chloroplast	CDS	ycf3	ycf3	hypothetical chloroplast RF34	32954	33181	-	tblastn_protein_transfer	weak	100.0	0.45	76	1.44e-48	161.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	42856	44814
chloroplast	CDS	pafI	pafI	Photosystem I assembly protein Ycf3	32954	33183	-	blastn_feature_transfer	low	94.783	0.454	230	9.43e-102	361.0	PX244392.1	Dudleya greenei chloroplast, complete genome	42153	44084
chloroplast	gene	trnS-GGA	trnS-GGA		34270	34356	+	blastn_feature_transfer	high	100.0	1.0	87	2.99e-41	158.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	44656	44742
chloroplast	tRNA	trnS-GGA	trnS-GGA	tRNA-Ser	34270	34356	+	blastn_feature_transfer	high	100.0	1.0	87	2.99e-41	158.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	44656	44742
chloroplast	gene	rps4	rps4		34565	35170	-	blastn_feature_transfer	high	99.835	1.0	606	0.0	1089.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	44959	45564
chloroplast	CDS	rps4	rps4	ribosomal protein S4	34568	35170	-	tblastn_protein_transfer	high	100.0	1.0	201	2.22e-133	405.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	44959	45564
chloroplast	gene	trnT-UGU	trnT-UGU		35499	35571	-	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	45894	45966
chloroplast	tRNA	trnT-UGU	trnT-UGU	tRNA-Thr	35499	35571	-	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	45894	45966
chloroplast	gene	trnL-UAA	trnL-UAA		35988	36024	+	blastn_feature_transfer	high	100.0	1.0	37	1.25e-14	68.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	51694	51730
chloroplast	tRNA	trnL-UAA	trnL-UAA	tRNA-Leu	35988	36024	+	blastn_feature_transfer	high	100.0	1.0	37	1.25e-14	68.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	51694	51730
chloroplast	gene	trnF-GAA	trnF-GAA		36824	36896	+	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	47223	47295
chloroplast	tRNA	trnF-GAA	trnF-GAA	tRNA-Phe	36824	36896	+	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	47223	47295
chloroplast	gene	ndhJ	ndhJ		37500	37976	-	blastn_feature_transfer	high	99.79	1.0	477	0.0	856.0	PX244391.1	Dudleya lanceolata chloroplast, complete genome	47817	48293
chloroplast	CDS	ndhJ	ndhJ	NADH dehydrogenase subunit J	37503	37976	-	tblastn_protein_transfer	high	100.0	1.0	158	2.09e-107	329.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	47873	48349
chloroplast	gene	ndhK	ndhK		38084	38761	-	blastn_feature_transfer	high	99.853	1.0	678	0.0	1219.0	PX244389.1	Dudleya virens chloroplast, complete genome	48440	49117
chloroplast	CDS	ndhK	ndhK	NADH dehydrogenase subunit K	38087	38761	-	tblastn_protein_transfer	high	100.0	1.0	225	2.08e-145	441.0	PX244389.1	Dudleya virens chloroplast, complete genome	48440	49117
chloroplast	gene	ndhC	ndhC		38818	39180	-	blastn_feature_transfer	high	99.725	1.0	363	0.0	651.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	49191	49553
chloroplast	CDS	ndhC	ndhC	NADH dehydrogenase subunit C	38821	39180	-	tblastn_protein_transfer	high	100.0	1.0	120	3.54e-74	232.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	49191	49553
chloroplast	gene	trnV-UAC	trnV-UAC		40076	40721	-	blastn_feature_transfer	high	99.69	1.002	646	0.0	1153.0	PX244389.1	Dudleya virens chloroplast, complete genome	50430	51074
chloroplast	tRNA	trnV-UAC	trnV-UAC	tRNA-Val	40684	40721	-	blastn_feature_transfer	low	100.0	0.507	38	9.89e-15	69.8	PX244393.1	Dudleya candelabrum chloroplast, complete genome	50445	51090
chloroplast	gene	trnM-CAU	trnM-CAU		40895	40967	+	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	51264	51336
chloroplast	tRNA	trnM-CAU	trnM-CAU	tRNA-Met	40895	40967	+	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	51264	51336
chloroplast	gene	atpE	atpE		41137	41538	-	blastn_feature_transfer	high	100.0	1.0	402	0.0	726.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	51501	51902
chloroplast	CDS	atpE	atpE	ATP synthase CF0 subunit c	41137	41538	-	blastn_feature_transfer	high	100.0	1.0	402	0.0	726.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	51501	51902
chloroplast	gene	atpB	atpB		41535	43031	-	blastn_feature_transfer	high	99.733	1.0	1497	0.0	2682.0	PX244389.1	Dudleya virens chloroplast, complete genome	51888	53384
chloroplast	CDS	atpB	atpB	ATP synthase CF1 beta subunit	41538	43031	-	tblastn_protein_transfer	high	99.799	1.0	498	0.0	1004.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	51899	53395
chloroplast	gene	rbcL	rbcL		43725	45152	+	blastn_feature_transfer	high	99.79	1.0	1428	0.0	2562.0	PX244389.1	Dudleya virens chloroplast, complete genome	54078	55505
chloroplast	CDS	rbcL	rbcL	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	43725	45152	+	blastn_feature_transfer	high	99.79	1.0	1428	0.0	2562.0	PX244389.1	Dudleya virens chloroplast, complete genome	54078	55505
chloroplast	CDS	accD	accD	acetyl-CoA carboxylase beta subunit	45789	47221	+	blastn_feature_transfer	high	99.651	1.0	1434	0.0	2561.0	PX244389.1	Dudleya virens chloroplast, complete genome	56149	57582
chloroplast	gene	accD	accD		45789	47221	+	blastn_feature_transfer	high	99.651	1.0	1434	0.0	2561.0	PX244389.1	Dudleya virens chloroplast, complete genome	56149	57582
chloroplast	CDS	psaI	psaI	photosystem I subunit VIII	47800	47910	+	blastn_feature_transfer	high	100.0	1.0	111	3.72e-54	201.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	58176	58286
chloroplast	gene	psaI	psaI		47800	47910	+	blastn_feature_transfer	high	100.0	1.0	111	3.72e-54	201.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	58176	58286
chloroplast	CDS	pafII	pafII	Photosystem I assembly protein Ycf4	48149	48703	+	blastn_feature_transfer	high	100.0	1.0	555	0.0	1002.0	PX244389.1	Dudleya virens chloroplast, complete genome	58512	59066
chloroplast	CDS	ycf4	ycf4	photosystem I assembly protein Ycf4	48149	48703	+	blastn_feature_transfer	high	99.64	1.0	555	0.0	993.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	58949	59503
chloroplast	gene	pafII	pafII		48149	48703	+	blastn_feature_transfer	high	100.0	1.0	555	0.0	1002.0	PX244389.1	Dudleya virens chloroplast, complete genome	58512	59066
chloroplast	gene	ycf4	ycf4		48149	48703	+	blastn_feature_transfer	high	99.64	1.0	555	0.0	993.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	58949	59503
chloroplast	gene	cemA	cemA		49300	49989	+	blastn_feature_transfer	high	99.565	1.0	690	0.0	1232.0	PX244389.1	Dudleya virens chloroplast, complete genome	59666	60355
chloroplast	CDS	cemA	cemA	chloroplast envelope membrane protein	49300	49989	+	blastn_feature_transfer	high	99.565	1.0	690	0.0	1232.0	PX244389.1	Dudleya virens chloroplast, complete genome	59666	60355
chloroplast	CDS	petA	petA	cytochrome f	50215	51177	+	blastn_feature_transfer	high	99.896	1.0	963	0.0	1733.0	PX244389.1	Dudleya virens chloroplast, complete genome	60581	61543
chloroplast	gene	petA	petA		50215	51177	+	blastn_feature_transfer	high	99.896	1.0	963	0.0	1733.0	PX244389.1	Dudleya virens chloroplast, complete genome	60581	61543
chloroplast	gene	psbJ	psbJ		51906	52028	-	blastn_feature_transfer	high	100.0	1.0	123	1.29e-60	223.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	62299	62421
chloroplast	CDS	psbJ	psbJ	photosystem II reaction center protein J	51906	52028	-	blastn_feature_transfer	high	100.0	1.0	123	1.29e-60	223.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	62299	62421
chloroplast	gene	psbL	psbL		52163	52280	-	blastn_feature_transfer	high	99.153	1.009	118	3.25e-55	205.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	62556	62672
chloroplast	CDS	psbL	psbL	photosystem II reaction center protein L	52163	52280	-	blastn_feature_transfer	high	99.153	1.009	118	3.25e-55	205.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	62556	62672
chloroplast	gene	psbF	psbF		52303	52422	-	blastn_feature_transfer	high	100.0	1.0	120	5.31e-59	217.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	62695	62814
chloroplast	CDS	psbF	psbF	photosystem II cytochrome b559 beta subunit	52303	52422	-	blastn_feature_transfer	high	100.0	1.0	120	5.31e-59	217.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	62695	62814
chloroplast	gene	psbE	psbE		52432	52683	-	blastn_feature_transfer	high	100.0	1.0	252	2.66e-130	455.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	62824	63075
chloroplast	CDS	psbE	psbE	photosystem II cytochrome b559 alpha subunit	52432	52683	-	blastn_feature_transfer	high	100.0	1.0	252	2.66e-130	455.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	62824	63075
chloroplast	CDS	petL	petL	cytochrome b6-f complex subunit VI	53748	53840	+	tblastn_protein_transfer	high	100.0	1.0	31	1.09e-14	57.8	PX244393.1	Dudleya candelabrum chloroplast, complete genome	64136	64231
chloroplast	gene	petL	petL		53748	53843	+	blastn_feature_transfer	high	98.958	1.0	96	1.87e-44	169.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	64136	64231
chloroplast	CDS	petG	petG	cytochrome b6-f complex subunit V	54015	54128	+	blastn_feature_transfer	high	100.0	1.0	114	9.04e-56	206.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	64402	64515
chloroplast	gene	petG	petG		54015	54128	+	blastn_feature_transfer	high	100.0	1.0	114	9.04e-56	206.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	64402	64515
chloroplast	gene	trnW-CCA	trnW-CCA		54255	54328	-	blastn_feature_transfer	high	100.0	1.0	74	2.78e-34	134.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	64642	64715
chloroplast	tRNA	trnW-CCA	trnW-CCA	tRNA-Trp	54255	54328	-	blastn_feature_transfer	high	100.0	1.0	74	2.78e-34	134.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	64642	64715
chloroplast	gene	trnP-UGG	trnP-UGG		54482	54556	-	blastn_feature_transfer	high	100.0	1.0	75	8.11e-35	136.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	64869	64943
chloroplast	tRNA	trnP-UGG	trnP-UGG	tRNA-Pro	54482	54556	-	blastn_feature_transfer	high	100.0	1.0	75	8.11e-35	136.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	64869	64943
chloroplast	CDS	psaJ	psaJ	photosystem I subunit IX	54813	54947	+	blastn_feature_transfer	high	100.0	1.0	135	4.38e-67	244.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	65200	65334
chloroplast	gene	psaJ	psaJ		54813	54947	+	blastn_feature_transfer	high	100.0	1.0	135	4.38e-67	244.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	65200	65334
chloroplast	CDS	rpl33	rpl33	large subunit ribosomal protein L33	55389	55589	+	blastn_feature_transfer	high	100.0	1.0	201	1.02e-102	363.0	PX244391.1	Dudleya lanceolata chloroplast, complete genome	65632	65832
chloroplast	gene	rpl33	rpl33		55389	55589	+	blastn_feature_transfer	high	100.0	1.0	201	1.02e-102	363.0	PX244391.1	Dudleya lanceolata chloroplast, complete genome	65632	65832
chloroplast	gene	rps18	rps18		55732	56037	+	blastn_feature_transfer	high	99.346	1.0	306	8.23e-157	544.0	PX244389.1	Dudleya virens chloroplast, complete genome	66080	66385
chloroplast	CDS	rps18	rps18	ribosomal protein S18	55732	56037	+	blastn_feature_transfer	high	99.346	1.0	306	8.23e-157	544.0	PX244389.1	Dudleya virens chloroplast, complete genome	66080	66385
chloroplast	gene	rpl20	rpl20		56504	56585	-	blastn_feature_transfer	high	98.78	1.012	82	7.34e-36	141.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	67222	67302
chloroplast	CDS	rpl20	rpl20	ribosomal protein L20	56504	56585	-	blastn_feature_transfer	high	98.78	1.012	82	7.34e-36	141.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	67222	67302
chloroplast	gene	clpP1	clpP1		57673	59692	-	blastn_feature_transfer	high	99.554	1.0	2020	0.0	3603.0	PX244391.1	Dudleya lanceolata chloroplast, complete genome	67922	69941
chloroplast	gene	clpP	clpP		57673	59692	-	blastn_feature_transfer	high	99.455	1.0	2020	0.0	3594.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	68402	70421
chloroplast	CDS	clpP1	clpP1	ATP-dependent Clp protease proteolytic subunit	57676	58002	-	tblastn_protein_transfer	low	73.394	0.559	109	1.44e-45	154.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	68058	70072
chloroplast	CDS	clpP	clpP	Clp protease proteolytic subunit	57676	58002	-	tblastn_protein_transfer	low	73.394	0.559	109	1.44e-45	154.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	68402	70421
chloroplast	CDS	psbB	psbB	photosystem II CP47 chlorophyll apoprotein	60133	61659	+	blastn_feature_transfer	high	99.869	1.0	1527	0.0	2746.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	70512	72038
chloroplast	gene	psbB	psbB		60133	61659	+	blastn_feature_transfer	high	99.869	1.0	1527	0.0	2746.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	70512	72038
chloroplast	CDS	psbT	psbT	photosystem II reaction center protein T	61839	61940	+	blastn_feature_transfer	high	100.0	1.0	102	2.62e-49	185.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	72218	72319
chloroplast	gene	psbT	psbT		61839	61940	+	blastn_feature_transfer	high	100.0	1.0	102	2.62e-49	185.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	72218	72319
chloroplast	gene	pbf1	pbf1		62001	62132	-	blastn_feature_transfer	high	100.0	1.0	132	1.82e-65	239.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	72380	72511
chloroplast	CDS	pbf1	pbf1	Photosystem biogenesis factor 1	62001	62132	-	blastn_feature_transfer	high	100.0	1.0	132	1.82e-65	239.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	72380	72511
chloroplast	gene	psbN	psbN		62001	62132	-	blastn_feature_transfer	high	100.0	1.0	132	1.82e-65	239.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	72730	72861
chloroplast	CDS	psbN	psbN	photosystem II protein N	62001	62132	-	blastn_feature_transfer	high	100.0	1.0	132	1.82e-65	239.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	72730	72861
chloroplast	CDS	psbH	psbH	photosystem II 10 kDa protein	62235	62456	+	blastn_feature_transfer	high	99.099	1.0	222	2.32e-111	392.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	72614	72835
chloroplast	gene	psbH	psbH		62235	62456	+	blastn_feature_transfer	high	99.099	1.0	222	2.32e-111	392.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	72614	72835
chloroplast	gene	petB	petB		62574	64042	+	blastn_feature_transfer	high	99.796	1.0	1469	0.0	2636.0	PX244389.1	Dudleya virens chloroplast, complete genome	72921	74389
chloroplast	CDS	petB	petB	cytochrome b6	63400	64042	+	blastn_feature_transfer	high	100.0	0.992	643	0.0	1160.0	PX244389.1	Dudleya virens chloroplast, complete genome	72921	74389
chloroplast	gene	petD	petD		64242	65453	+	blastn_feature_transfer	high	99.67	1.002	1212	0.0	2166.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	74627	75836
chloroplast	CDS	petD	petD	cytochrome b6-f complex subunit IV	64977	65450	+	tblastn_protein_transfer	high	98.734	0.988	158	5.11e-101	311.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	82885	84120
chloroplast	gene	rpoA	rpoA		65641	66642	-	blastn_feature_transfer	high	99.8	1.0	1002	0.0	1799.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	76024	77025
chloroplast	CDS	rpoA	rpoA	RNA polymerase alpha subunit	65641	66642	-	blastn_feature_transfer	high	99.8	1.0	1002	0.0	1799.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	76024	77025
