sample_id	reference_length	analysis_mask_bases	callable_bases	callable_fraction_of_reference	callable_fraction_of_analysis_mask	reference_matches_at_callable_bases	nonreference_callable_bases	callable_reference_identity
CY_HUN_LP_267_Du-686	243359	43182	42832	0.17600335	0.99189477	42800	32	0.999252895032
CY_HUN_LP_268_Du-687	243359	43182	41227	0.16940816	0.95472651	41196	31	0.999248065588
CY_SIE_LP_188_Du-445	243359	43182	43176	0.17741690	0.99986105	43134	42	0.999027237354
CY_SIE_LP_189_Du-446	243359	43182	43177	0.17742101	0.99988421	43134	43	0.999004099405
CY_SIE_LP_190_Du-447	243359	43182	43171	0.17739636	0.99974526	43129	42	0.99902712469
CY_SIE_LP_191_Du-448	243359	43182	43172	0.17740047	0.99976842	43167	5	0.999884184193
CY_WOO_LP_259_Du-664	243359	43182	43156	0.17733472	0.99939790	43151	5	0.999884141255
CY_WOO_LP_260_Du-665	243359	43182	43107	0.17713337	0.99826317	43102	5	0.999884009558
CY_WOO_LP_261_Du-667	243359	43182	40411	0.16605509	0.93582974	40409	2	0.999950508525
CY_WOO_LP_262_Du-668	243359	43182	43162	0.17735937	0.99953684	43157	5	0.999884157361
CY_WOO_LP_263_Du-669	243359	43182	43165	0.17737170	0.99960632	43160	5	0.999884165412
DAN_LP_043_Du-68	243359	43182	42992	0.17666082	0.99560002	42986	6	0.999860439151
DAN_LP_044_Du-69	243359	43182	42988	0.17664438	0.99550739	42983	5	0.999883688471
DAN_LP_045_Du-70	243359	43182	42994	0.17666904	0.99564633	42989	5	0.999883704703
DAN_LP_046_Du-71	243359	43182	43024	0.17679231	0.99634107	43017	7	0.999837300112
DAN_LP_047_Du-72	243359	43182	42989	0.17664849	0.99553055	42984	5	0.999883691177
DOV_LP_078_Du-174	243359	43182	43059	0.17693613	0.99715159	43054	5	0.999883880257
DOV_LP_079_Du-175	243359	43182	43177	0.17742101	0.99988421	43172	5	0.999884197605
DOV_LP_080_Du-176	243359	43182	43181	0.17743745	0.99997684	43176	5	0.999884208332
DOV_LP_081_Du-177	243359	43182	43181	0.17743745	0.99997684	43176	5	0.999884208332
DOV_LP_082_Du-178	243359	43182	43174	0.17740868	0.99981474	43169	5	0.999884189559
DOV_LP_083_Du-179	243359	43182	43181	0.17743745	0.99997684	43176	5	0.999884208332
DOV_LP_084_Du-180	243359	43182	43181	0.17743745	0.99997684	43176	5	0.999884208332
DU-173	243359	43182	43041	0.17686217	0.99673475	43032	9	0.999790897052
DU-229	243359	43182	43174	0.17740868	0.99981474	43168	6	0.99986102747
DU-247	243359	43182	43182	0.17744156	1.00000000	43182	0	1
DU-254	243359	43182	43182	0.17744156	1.00000000	43182	0	1
DU-270	243359	43182	43170	0.17739225	0.99972211	43161	9	0.99979152189
DU-297	243359	43182	43182	0.17744156	1.00000000	43182	0	1
DU-443	243359	43182	43177	0.17742101	0.99988421	43134	43	0.999004099405
DU-4A	243359	43182	43182	0.17744156	1.00000000	43178	4	0.999907368811
DU014LP012	243359	43182	43177	0.17742101	0.99988421	43173	4	0.999907358084
DU037LP013	243359	43182	43177	0.17742101	0.99988421	43173	4	0.999907358084
DU059LP015	243359	43182	43170	0.17739225	0.99972211	43162	8	0.999814686125
DU078LP011	243359	43182	42996	0.17667725	0.99569265	42989	7	0.999837194158
DU079LP010	243359	43182	43044	0.17687449	0.99680422	43036	8	0.999814143667
DUD_LP_132_Du-283	243359	43182	43156	0.17733472	0.99939790	43156	0	1
DUD_LP_133_Du-284	243359	43182	43178	0.17742512	0.99990737	43178	0	1
DUD_LP_134_Du-285	243359	43182	43178	0.17742512	0.99990737	43178	0	1
DUD_LP_135_Du-286	243359	43182	43178	0.17742512	0.99990737	43178	0	1
DUD_LP_136_Du-287	243359	43182	43179	0.17742923	0.99993053	43179	0	1
DUD_LP_137_Du-288	243359	43182	43180	0.17743334	0.99995368	43177	3	0.99993052339
DUD_LP_138_Du-289	243359	43182	43177	0.17742101	0.99988421	43177	0	1
DUD_LP_139_Du-290	243359	43182	42556	0.17486923	0.98550322	42556	0	1
KIRN_LP_179_Du-421	243359	43182	43181	0.17743745	0.99997684	43180	1	0.999976841666
KIRN_LP_180_Du-422	243359	43182	43179	0.17742923	0.99993053	43178	1	0.999976840594
KIRN_LP_181_Du-423	243359	43182	43178	0.17742512	0.99990737	43177	1	0.999976840057
KIRN_LP_182_Du-424	243359	43182	43179	0.17742923	0.99993053	43178	1	0.999976840594
KIRN_LP_183_Du-425	243359	43182	43177	0.17742101	0.99988421	43176	1	0.999976839521
KIRN_LP_184_Du-426	243359	43182	43180	0.17743334	0.99995368	43179	1	0.99997684113
KIRN_LP_185_Du-427	243359	43182	43178	0.17742512	0.99990737	43177	1	0.999976840057
KIRN_LP_186_Du-428	243359	43182	43178	0.17742512	0.99990737	43177	1	0.999976840057
KIRN_LP_187_Du-429	243359	43182	43178	0.17742512	0.99990737	43177	1	0.999976840057
KIRT_LP_159_Du-364	243359	43182	43181	0.17743745	0.99997684	43180	1	0.999976841666
KIRT_LP_160_Du-365	243359	43182	43179	0.17742923	0.99993053	43178	1	0.999976840594
KIRT_LP_161_Du-366	243359	43182	43181	0.17743745	0.99997684	43180	1	0.999976841666
KIRT_LP_162_Du-367	243359	43182	43181	0.17743745	0.99997684	43180	1	0.999976841666
KIRT_LP_163_Du-368	243359	43182	43181	0.17743745	0.99997684	43180	1	0.999976841666
KIRT_LP_164_Du-369	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
KIRT_LP_165_Du-370	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
KIRT_LP_166_Du-371	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
KIRT_LP_167_Du-372	243359	43182	43130	0.17722788	0.99879579	43129	1	0.999976814282
KIRT_LP_168_Du-373	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
MALV_LP_095_Du-201	243359	43182	43182	0.17744156	1.00000000	43180	2	0.999953684406
MALV_LP_096_Du-202	243359	43182	43182	0.17744156	1.00000000	43180	2	0.999953684406
MALV_LP_097_Du-203	243359	43182	43182	0.17744156	1.00000000	43180	2	0.999953684406
MALV_LP_098_Du-204	243359	43182	43181	0.17743745	0.99997684	43179	2	0.999953683333
MALV_LP_099_Du-205	243359	43182	43181	0.17743745	0.99997684	43179	2	0.999953683333
MALV_LP_100_Du-206	243359	43182	43181	0.17743745	0.99997684	43179	2	0.999953683333
MALV_LP_101_Du-207	243359	43182	43181	0.17743745	0.99997684	43179	2	0.999953683333
MALV_LP_102_Du-208	243359	43182	43182	0.17744156	1.00000000	43180	2	0.999953684406
MALV_LP_103_Du-209	243359	43182	43182	0.17744156	1.00000000	43180	2	0.999953684406
MALV_LP_104_Du-210	243359	43182	43181	0.17743745	0.99997684	43179	2	0.999953683333
OCO_LP_058_Du-115	243359	43182	43167	0.17737992	0.99965263	43133	34	0.999212361295
OCO_LP_059_Du-106	243359	43182	43153	0.17732239	0.99932842	43116	37	0.999142585683
OCO_LP_060_Du-107	243359	43182	43166	0.17737581	0.99962948	43130	36	0.999166010286
OCO_LP_061_Du-108	243359	43182	43168	0.17738403	0.99967579	43131	37	0.999142883617
OCO_LP_062_Du-109	243359	43182	43167	0.17737992	0.99965263	43131	36	0.999166029606
OCO_LP_063_Du-110	243359	43182	43165	0.17737170	0.99960632	43130	35	0.999189157883
OCO_LP_064_Du-111	243359	43182	43162	0.17735937	0.99953684	43128	34	0.999212270052
OCO_LP_065_Du-112	243359	43182	43163	0.17736348	0.99956000	43128	35	0.999189120311
OCO_LP_066_Du-113	243359	43182	42959	0.17652522	0.99483581	42931	28	0.999348215741
OCO_LP_067_Du-114	243359	43182	42018	0.17265850	0.97304432	41986	32	0.999238421629
QUI1_LP_249_Du-648	243359	43182	43171	0.17739636	0.99974526	43167	4	0.999907345209
QUI1_LP_250_Du-649	243359	43182	43171	0.17739636	0.99974526	43166	5	0.999884181511
QUI1_LP_252_Du-651	243359	43182	43171	0.17739636	0.99974526	43167	4	0.999907345209
QUI1_LP_253_Du-652	243359	43182	43174	0.17740868	0.99981474	43170	4	0.999907351647
QUI1_LP_254_Du-653	243359	43182	41311	0.16975333	0.95667176	41307	4	0.999903173489
QUI1_LP_255_Du-654	243359	43182	43170	0.17739225	0.99972211	43166	4	0.999907343062
QUI1_LP_257_Du-656	243359	43182	42603	0.17506236	0.98659164	42598	5	0.999882637373
QUI1_LP_258_Du-657	243359	43182	43171	0.17739636	0.99974526	43166	5	0.999884181511
QUI2_LP_243_Du-631	243359	43182	43033	0.17682929	0.99654949	43024	9	0.999790858179
QUI2_LP_244_Du-632	243359	43182	43012	0.17674300	0.99606317	43003	9	0.999790756068
QUI2_LP_245_Du-633	243359	43182	43032	0.17682518	0.99652633	43023	9	0.999790853318
QUI2_LP_246_Du-634	243359	43182	43031	0.17682108	0.99650317	43022	9	0.999790848458
QUI2_LP_247_Du-635	243359	43182	43034	0.17683340	0.99657265	43025	9	0.999790863039
QUI2_LP_248_Du-636	243359	43182	43033	0.17682929	0.99654949	43024	9	0.999790858179
QUI2_LP_337_Du-638	243359	43182	43033	0.17682929	0.99654949	43024	9	0.999790858179
QUI2_LP_338_Du-639	243359	43182	42803	0.17588419	0.99122319	42794	9	0.999789734364
QUI2_LP_339_Du-640	243359	43182	43031	0.17682108	0.99650317	43022	9	0.999790848458
QUI2_LP_340_Du-641	243359	43182	43033	0.17682929	0.99654949	43024	9	0.999790858179
QUIN_LP_069_Du-155	243359	43182	43031	0.17682108	0.99650317	43022	9	0.999790848458
QUIN_LP_070_Du-156	243359	43182	43032	0.17682518	0.99652633	43023	9	0.999790853318
QUIN_LP_071_Du-157	243359	43182	43031	0.17682108	0.99650317	43022	9	0.999790848458
QUIN_LP_072_Du-158	243359	43182	43031	0.17682108	0.99650317	43022	9	0.999790848458
QUIN_LP_073_Du-159	243359	43182	43033	0.17682929	0.99654949	43024	9	0.999790858179
QUIN_LP_074_Du-160	243359	43182	43032	0.17682518	0.99652633	43023	9	0.999790853318
QUIN_LP_075_Du-161	243359	43182	43037	0.17684573	0.99664212	43028	9	0.999790877617
QUIN_LP_076_Du-162	243359	43182	43036	0.17684162	0.99661896	43027	9	0.999790872758
QUIN_LP_077_Du-163	243359	43182	43041	0.17686217	0.99673475	43032	9	0.999790897052
QUIN_LP_318_Du-164	243359	43182	43035	0.17683751	0.99659580	43026	9	0.999790867898
RIC_LP_192_Du-521	243359	43182	43179	0.17742923	0.99993053	43178	1	0.999976840594
RIC_LP_193_Du-522	243359	43182	43178	0.17742512	0.99990737	43177	1	0.999976840057
RIC_LP_194_Du-523	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
RIC_LP_195_Du-524	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
RIC_LP_196_Du-525	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
RIC_LP_197_Du-526	243359	43182	43169	0.17738814	0.99969895	43167	2	0.999953670458
RIC_LP_198_Du-527	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
RIC_LP_199_Du-528	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
RIC_LP_200_Du-529	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
RIC_LP_201_Du-530	243359	43182	43182	0.17744156	1.00000000	43181	1	0.999976842203
RSV_LP_049_Du-85	243359	43182	43167	0.17737992	0.99965263	43159	8	0.999814673246
RSV_LP_050_Du-87	243359	43182	43168	0.17738403	0.99967579	43159	9	0.999791512231
RSV_LP_051_Du-88	243359	43182	43149	0.17730596	0.99923579	43140	9	0.999791420427
RSV_LP_052_Du-89	243359	43182	43165	0.17737170	0.99960632	43158	7	0.999837831577
RSV_LP_053_Du-90	243359	43182	43166	0.17737581	0.99962948	43157	9	0.999791502571
RSV_LP_055_Du-92	243359	43182	43160	0.17735116	0.99949053	43152	8	0.999814643188
RSV_LP_057_Du-94	243359	43182	43161	0.17735527	0.99951369	43153	8	0.999814647483
RSV_LP_315_Du-95	243359	43182	43162	0.17735937	0.99953684	43154	8	0.999814651777
RSV_LP_316_Du-96	243359	43182	43161	0.17735527	0.99951369	43152	9	0.999791478418
SILG_LP_149_Du-343	243359	43182	43087	0.17705119	0.99780001	43081	6	0.999860746861
SILG_LP_150_Du-344	243359	43182	43171	0.17739636	0.99974526	43165	6	0.999861017813
SILG_LP_151_Du-345	243359	43182	43172	0.17740047	0.99976842	43164	8	0.99981469471
SILG_LP_152_Du-346	243359	43182	43169	0.17738814	0.99969895	43161	8	0.999814681832
SILG_LP_153_Du-347	243359	43182	43157	0.17733883	0.99942106	43151	6	0.999860972727
SILG_LP_154_Du-348	243359	43182	43169	0.17738814	0.99969895	43163	6	0.999861011374
SILG_LP_155_Du-349	243359	43182	43170	0.17739225	0.99972211	43162	8	0.999814686125
SILG_LP_156_Du-350	243359	43182	43170	0.17739225	0.99972211	43162	8	0.999814686125
SILG_LP_157_Du-351	243359	43182	38293	0.15735190	0.88678153	38287	6	0.999843313399
SILG_LP_158_Du-352	243359	43182	40827	0.16776450	0.94546339	40822	5	0.999877532025
SILR_LP_346_Du-729	243359	43182	43177	0.17742101	0.99988421	43172	5	0.999884197605
SILR_LP_347_Du-730	243359	43182	43181	0.17743745	0.99997684	43176	5	0.999884208332
SILR_LP_348_Du-731	243359	43182	43177	0.17742101	0.99988421	43172	5	0.999884197605
SILR_LP_349_Du-732	243359	43182	43181	0.17743745	0.99997684	43176	5	0.999884208332
SILR_LP_351_Du-734	243359	43182	43181	0.17743745	0.99997684	43176	5	0.999884208332
SILR_LP_353_Du-736	243359	43182	43177	0.17742101	0.99988421	43172	5	0.999884197605
STI_LP_027_Du-45	243359	43182	42646	0.17523905	0.98758742	42636	10	0.99976551142
STI_LP_028_Du-46	243359	43182	43165	0.17737170	0.99960632	43157	8	0.999814664659
STI_LP_029_Du-47	243359	43182	36536	0.15013211	0.84609328	36530	6	0.99983577841
STI_LP_030_Du-48	243359	43182	43161	0.17735527	0.99951369	43153	8	0.999814647483
STI_LP_031_Du-49	243359	43182	43161	0.17735527	0.99951369	43153	8	0.999814647483
STI_LP_032_Du-50	243359	43182	43161	0.17735527	0.99951369	43153	8	0.999814647483
STI_LP_033_Du-51	243359	43182	42825	0.17597459	0.99173267	42817	8	0.999813193228
STI_LP_034_Du-52	243359	43182	43160	0.17735116	0.99949053	43153	7	0.99983781279
STI_LP_035_Du-53	243359	43182	43162	0.17735937	0.99953684	43154	8	0.999814651777
STI_LP_036_Du-54	243359	43182	43148	0.17730185	0.99921263	43140	8	0.999814591638
STI_LP_037_Du-55	243359	43182	43161	0.17735527	0.99951369	43153	8	0.999814647483
STI_LP_038_Du-56	243359	43182	43164	0.17736759	0.99958316	43156	8	0.999814660365
STI_LP_039_Du-57	243359	43182	43160	0.17735116	0.99949053	43153	7	0.99983781279
STI_LP_040_Du-58	243359	43182	42066	0.17285574	0.97415590	42059	7	0.999833594827
STI_LP_041_Du-60	243359	43182	43168	0.17738403	0.99967579	43160	8	0.999814677539
STI_LP_042_Du-61	243359	43182	43143	0.17728130	0.99909685	43132	11	0.999745033957
TIL_LP_123_Du-263	243359	43182	39871	0.16383614	0.92332453	39862	9	0.999774272027
TIL_LP_124_Du-264	243359	43182	43165	0.17737170	0.99960632	43154	11	0.999745163906
TIL_LP_125_Du-265	243359	43182	39870	0.16383203	0.92330138	39863	7	0.999824429396
TIL_LP_126_Du-266	243359	43182	43131	0.17723199	0.99881895	43124	7	0.99983770374
TIL_LP_128_Du-268	243359	43182	43161	0.17735527	0.99951369	43152	9	0.999791478418
TIL_LP_129_Du-269	243359	43182	43162	0.17735937	0.99953684	43153	9	0.999791483249
TIL_LP_130_Du-271	243359	43182	43163	0.17736348	0.99956000	43154	9	0.99979148808
TIL_LP_131_Du-272	243359	43182	43161	0.17735527	0.99951369	43152	9	0.999791478418
TULP_LP_115_Du-242	243359	43182	43178	0.17742512	0.99990737	43177	1	0.999976840057
TULP_LP_116_Du-243	243359	43182	43182	0.17744156	1.00000000	43182	0	1
TULP_LP_117_Du-244	243359	43182	43182	0.17744156	1.00000000	43182	0	1
TULP_LP_118_Du-245	243359	43182	43182	0.17744156	1.00000000	43182	0	1
TULP_LP_119_Du-246	243359	43182	43182	0.17744156	1.00000000	43182	0	1
TULP_LP_120_Du-248	243359	43182	43179	0.17742923	0.99993053	43178	1	0.999976840594
TULP_LP_121_Du-249	243359	43182	43180	0.17743334	0.99995368	43180	0	1
TULP_LP_122_Du-250	243359	43182	43182	0.17744156	1.00000000	43182	0	1
TULP_LP_140_Du-302	243359	43182	43177	0.17742101	0.99988421	43177	0	1
TULP_LP_141_Du-303	243359	43182	43176	0.17741690	0.99986105	43175	1	0.999976838985
TULP_LP_142_Du-304	243359	43182	43119	0.17718268	0.99854106	43118	1	0.999976808368
TULP_LP_143_Du-305	243359	43182	43179	0.17742923	0.99993053	43178	1	0.999976840594
TULP_LP_144_Du-306	243359	43182	43057	0.17692791	0.99710528	43056	1	0.999976774973
TULP_LP_145_Du-307	243359	43182	43174	0.17740868	0.99981474	43173	1	0.999976837912
TULP_LP_146_Du-308	243359	43182	42982	0.17661973	0.99536844	42982	0	1
TULP_LP_147_Du-309	243359	43182	43175	0.17741279	0.99983790	43174	1	0.999976838448
TULP_LP_148_Du-310	243359	43182	43100	0.17710461	0.99810106	43099	1	0.999976798144
